Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Joe Cremo\joe-cremo-1,JR,2017-18,G,Albany (NY),AEC,32,1128,22,0.604,0.554,2.1,11.8,7,21.5,1.4,0.9,12.6,24.3,546,123.8,104.4,4,1.5,5.4,5,-0.8,4.2
Jonathan DeWane\jonathan-dewane-1,SO,2017-18,F,Air Force,MWC,21,110,28.3,0.65,0.643,7.3,20.7,13.6,14.7,2.2,3.6,7.7,24.3,51,126.4,104.7,0.4,0.1,0.5,4.1,0.1,4.2
Armon Fletcher\armon-fletcher-1,JR,2017-18,G,Southern Illinois,MVC,32,1011,21.1,0.589,0.549,5.6,13.7,9.7,11.2,2.2,1.9,9.6,22.3,425,119,103.2,2.8,1.4,4.2,3.9,0.3,4.2
Taylor Funk\taylor-funk-1,FR,2017-18,F,Saint Joseph's,A-10,30,854,17.1,0.585,0.56,3.8,13.7,8.6,9.8,1.4,2.1,9.2,19.5,322,114.7,103.2,1.7,1.2,2.9,3.6,0.6,4.2
Justas Furmanavicius\justas-furmanavicius-1,SR,2017-18,F,Mississippi,SEC,32,538,11.8,0.559,0.526,8.6,10.6,9.6,3.8,1.6,4.5,13.4,9.4,112,120.1,110.6,0.7,0.4,1.1,1.1,3.1,4.2
Carlton Hurst\carlton-hurst-1,SR,2017-18,G,South Dakota,Summit,21,479,15.6,0.646,0.622,7.9,13.4,10.8,5.6,2,1.6,18.4,12.8,139,121.9,96.3,0.9,1,1.9,0.9,3.3,4.2
Justin James\justin-james-2,JR,2017-18,G,Wyoming,MWC,31,962,22.3,0.57,0.528,2.3,19.3,10.9,22.9,1.9,1.7,13,30.6,562,107.7,101.6,2.1,1.5,3.6,2.6,1.6,4.2
George King\george-king-1,SR,2017-18,G,Colorado,Pac-12,31,882,18.6,0.571,0.541,7.3,23.6,15.7,8.1,1,2.7,15,23.1,367,109.1,102,1.6,1.3,2.9,2.1,2.1,4.2
Brady Manek\brady-manek-1,FR,2017-18,F,Oklahoma,Big 12,31,740,17.6,0.594,0.592,5.3,16.8,11.3,3.5,0.8,2.7,7.8,18.2,280,118.8,108.2,1.6,0.7,2.3,3.7,0.4,4.2
JD Miller\jd-miller-1,JR,2017-18,F,Texas Christian,Big 12,31,618,17.5,0.536,0.517,8.5,16,12.3,9.2,1.8,3.1,12.8,21.7,245,110.4,107,1.1,0.6,1.8,2.1,2.1,4.2
Justin Minaya\justin-minaya-1,FR,2017-18,F,South Carolina,SEC,31,839,11.5,0.49,0.465,6.7,11,8.8,12.1,1.4,1.2,13.7,16.9,248,103.6,102.3,0.8,1.2,2,1.4,2.8,4.2
Nolan Narain\nolan-narain-1,SO,2017-18,F,San Diego State,MWC,22,245,19.3,0.714,0.719,9.9,11.5,10.7,5.6,1.2,1.5,18.5,18.4,94,122.8,101.7,0.6,0.4,1,3.3,0.9,4.2
Dylan Osetkowski\dylan-osetkowski-1,JR,2017-18,F,Texas,Big 12,32,1117,15.6,0.504,0.462,7.6,15.9,11.7,6.9,1.8,0.7,14,23.8,435,101.4,100.2,1.2,1.9,3,1.5,2.7,4.2
Aamir Simms\aamir-simms-1,FR,2017-18,F,Clemson,ACC,29,417,12.6,0.512,0.516,5.3,18.2,12.1,7.3,1,5.8,15.6,15.3,105,99.8,96.1,0.2,0.9,1.1,-1.1,5.3,4.2
Donovan Sims\donovan-sims-1,FR,2017-18,G,Middle Tennessee,CUSA,25,212,13.5,0.633,0.593,0.6,15,7.6,24.5,3.3,1.2,31.3,10.7,50,113,94.4,0.3,0.5,0.7,0.5,3.7,4.2
Evan Taylor\evan-taylor-1,SR,2017-18,G,Nebraska,Big Ten,32,830,13.1,0.532,0.478,3.5,10.8,7.3,16.3,2.3,1.7,17.1,14.3,226,108.9,101.9,1,1.3,2.2,0.9,3.3,4.2
Jake Toolson\jake-toolson-1,SO,2017-18,G,Utah Valley,WAC,29,820,19.7,0.619,0.57,3.7,15.1,9.8,20.5,1.7,0.9,16,19.4,334,122.1,98.1,2.3,1.5,3.8,3.2,1,4.2
Dachon Burke\dachon-burke-1,SO,2017-18,G,Robert Morris,NEC,32,1044,21.6,0.528,0.507,6,13.9,9.8,19.2,3.6,1.7,13.9,28.7,534,105,97.3,1.8,2,3.8,1.7,2.4,4.1
Amanze Egekeze\amanze-egekeze-1,SR,2017-18,F,Belmont,OVC,33,1139,21,0.664,0.637,4.4,16.3,10.8,5.2,1,0.7,9.2,21.2,473,127.5,103.2,3.7,1.6,5.3,4.8,-0.8,4.1
Brandone Francis\brandone-francis-1,JR,2017-18,G,Texas Tech,Big 12,31,498,12.6,0.565,0.572,3.4,11.7,7.7,8.8,1.5,0.2,13.3,17.5,153,110.2,98.2,0.7,0.9,1.6,2.2,1.9,4.1
Hasahn French\hasahn-french-1,FR,2017-18,F,Saint Louis,A-10,30,893,17.1,0.5,0.526,11.5,16.5,14,12.6,1.5,7.6,16.7,19.4,289,99.9,97.8,0.7,1.7,2.4,-1.6,5.7,4.1
Kellan Grady\kellan-grady-1,FR,2017-18,G,Davidson,A-10,29,1011,21,0.611,0.588,2.5,9,5.9,11.1,1.3,0.4,6.6,24.7,452,121.4,106.7,3.2,1.1,4.3,5.3,-1.2,4.1
Saben Lee\saben-lee-1,FR,2017-18,G,Vanderbilt,SEC,32,857,16.9,0.555,0.508,3.1,10.3,6.7,24.8,2.7,0.6,18.9,23,355,107.4,111.3,1.5,0.5,2,3.2,1,4.1
Makol Mawien\makol-mawien-1,SO,2017-18,F,Kansas State,Big 12,31,573,15.7,0.644,0.622,8.3,13.5,11,3.1,0.9,6.7,17,16.4,174,115.5,103.7,1,0.8,1.8,0.2,3.9,4.1
Nate Navigato\nate-navigato-1,JR,2017-18,F,Toledo,MAC,31,1005,18,0.646,0.625,3.2,10.8,7.2,10.3,0.7,1.5,5.8,16.4,358,134.7,110.7,3.1,0.7,3.8,5.8,-1.7,4.1
Erick Neal\erick-neal-1,SR,2017-18,G,Texas-Arlington,Sun Belt,30,1025,19.3,0.568,0.542,2.5,10.3,6.5,39.2,3.2,0.4,21.4,24.7,534,108.9,99.6,2.1,1.8,3.9,4.1,0,4.1
Jalen Sanders\jalen-sanders-2,FR,2017-18,G,Northern Colorado,Big Sky,32,892,18.1,0.636,0.603,5.9,17.2,11.4,7.3,1.3,4.4,14.7,15,304,123,97,2,1.8,3.8,0.5,3.6,4.1
Gavin Skelly\gavin-skelly-1,SR,2017-18,F,Northwestern,Big Ten,32,697,12.7,0.555,0.52,6,16.9,11.3,9.1,2.1,3.1,20.3,16.8,194,102,100.3,0.6,1.2,1.7,0.5,3.6,4.1
Kylia Sykes\kylia-sykes-1,FR,2017-18,G,North Carolina-Greensboro,Southern,34,351,12.1,0.614,0.61,7.1,8.5,7.8,10.5,3.4,3.5,26.3,11,77,110.3,91.8,0.4,0.9,1.2,-0.5,4.7,4.1
Reed Tellinghuisen\reed-tellinghuisen-1,SR,2017-18,G,South Dakota State,Summit,34,1046,17.2,0.599,0.573,3.4,13,8.4,8.7,0.9,2,7.1,17.4,389,125.3,104.3,2.7,1.4,4.1,3.2,0.9,4.1
Jordan Usher\jordan-usher-1,FR,2017-18,G,Southern California,Pac-12,31,421,14.3,0.584,0.554,4.8,13.4,9.1,12.8,2.2,0.8,16.1,16.4,136,114.6,104,0.7,0.6,1.3,2.6,1.6,4.1
Dimencio Vaughn\dimencio-vaughn-1,FR,2017-18,G,Rider,MAAC,28,765,24.5,0.597,0.55,9.2,16.8,12.9,7.3,3.6,2.8,15.7,26.2,411,114.1,99.5,2,1.3,3.4,2.8,1.3,4.1
Kyle Washington\kyle-washington-2,SR,2017-18,F,Cincinnati,AAC,31,710,21.1,0.566,0.542,7.9,18.5,13.4,2.7,0.8,7.1,11.3,24.3,292,112.9,86.5,1.6,2.1,3.6,-0.3,4.4,4.1
AJ Brodeur\aj-brodeur-1,SO,2017-18,F,Pennsylvania,Ivy,30,928,19.2,0.573,0.562,6.6,18.3,12.5,17.4,1.7,4.2,17.7,22,384,107.1,93.8,1.5,2.1,3.6,-0.2,4.2,4
Hallice Cooke\hallice-cooke-1,SR,2017-18,G,Nevada,MWC,32,620,11.8,0.623,0.602,1.5,10.4,6.2,13.2,1.6,0.7,13.5,11.4,154,124.1,104.9,1.1,0.8,1.8,3.1,0.9,4
Christian Cunningham\christian-cunningham-2,JR,2017-18,F,Jacksonville State,OVC,32,756,20.8,0.635,0.663,12.7,20.8,16.9,3.8,1.8,9.1,18.6,15.9,234,114.3,90.8,1.3,1.9,3.2,-1,5,4
Robert Franks\robert-franks-1,JR,2017-18,F,Washington State,Pac-12,30,989,21.5,0.611,0.565,5.9,17.1,11.6,12.6,0.9,3.2,14.1,25.9,487,115.5,111.7,2.7,0.6,3.3,4,0,4
Quentin Goodin\quentin-goodin-1,SO,2017-18,G,Xavier,Big East,31,923,13.5,0.547,0.491,1.2,10,5.9,27.5,1.6,0.7,22.1,17.3,334,109.5,106.9,1.4,1,2.4,2.3,1.7,4
Alex Hicks\alex-hicks-1,JR,2017-18,F,Troy,Sun Belt,32,843,23.8,0.624,0.596,10,25.3,17.9,9,1.6,4.7,15.2,21.5,372,118.6,98.1,2.3,1.6,3.8,1.6,2.4,4
De'Riante Jenkins\deriante-jenkins-1,,2017-18,G,Virginia Commonwealth,A-10,31,915,15.9,0.566,0.545,3.2,11.4,7.3,15.6,2.5,0.8,18,22.9,375,104.5,105,1.2,1.1,2.3,2.9,1.2,4
Herb Jones\herb-jones-3,FR,2017-18,G,Alabama,SEC,30,640,9.3,0.443,0.427,4.7,13.7,9.4,11.9,3.4,3.2,24,15.3,149,84.8,96.4,-0.3,1.3,1,-2.1,6.1,4
Max Montana\max-montana-1,JR,2017-18,F,San Diego State,MWC,22,373,16,0.551,0.533,4.9,16,10.5,9.3,1.2,1,9.2,21.4,147,115.3,100.2,0.8,0.6,1.4,3.9,0.1,4
Sidy N'Dir\sidy-ndir-2,,2017-18,G,New Mexico State,WAC,30,809,12.9,0.553,0.51,4.1,8.4,6.3,8.6,1.5,2.3,14.9,16.2,245,111.4,93.7,1.2,1.9,3,1.1,3,4
Isaiah Pineiro\isaiah-pineiro-1,JR,2017-18,F,San Diego,WCC,31,859,23.3,0.578,0.525,4.4,22.3,13.7,19.7,2.4,3.2,15.7,31.1,452,106.9,93.8,1.8,1.9,3.8,0.8,3.2,4
Vasa Pusica\vasa-pusica-1,JR,2017-18,G,Northeastern,CAA,33,1132,21.9,0.649,0.605,1,11.8,6.7,31.1,1.9,0.4,19.9,26.6,596,117.3,103.3,3.6,1.6,5.2,4.3,-0.3,4
Samir Sehic\samir-sehic-1,SO,2017-18,F,Tulane,AAC,30,607,24.8,0.646,0.615,13.6,16.2,14.9,8.2,1,2.4,12.3,22.9,298,126.4,106.1,2.2,0.7,2.9,4.9,-0.9,4
Ryan Stipanovich\ryan-stipanovich-1,FR,2017-18,G,Bradley,MVC,27,271,13.9,0.719,0.667,6.5,10.6,8.6,12.3,3.8,0.9,32.8,12.9,67,109.2,97,0.3,0.5,0.8,1.4,2.6,4
Reed Timmer\reed-timmer-1,SR,2017-18,G,Drake,MVC,32,1066,22.8,0.643,0.578,1.8,10.5,6.2,15.7,1,0.3,11.2,26.6,558,123.1,109.4,3.9,0.9,4.8,6.8,-2.8,4
Christian Vital\christian-vital-1,SO,2017-18,G,Connecticut,AAC,31,974,18.9,0.542,0.471,2.8,16.4,9.7,11.2,2.9,0.1,11.7,25.1,422,109.8,105.1,2,1.2,3.1,4.1,-0.1,4
Eric Adams\eric-adams-2,SR,2017-18,F,Samford,Southern,32,765,24.7,0.7,0.681,12.7,19.8,16.3,4.6,3.1,7,16.4,17.9,307,127.8,108.6,2.3,0.7,3,2.1,1.8,3.9
Mitchell Ballock\mitchell-ballock-1,FR,2017-18,G,Creighton,Big East,31,640,12.7,0.537,0.521,1.1,12.7,7.3,14.7,1.9,1.1,15.4,18.2,215,102.9,102.6,0.6,0.9,1.5,1.5,2.3,3.9
Ben Carter\ben-carter-1,SR,2017-18,F,Michigan State,Big Ten,21,145,6.3,0.385,0.4,4.5,12.3,9,18.5,0.8,2.8,32.1,8.7,25,94.8,98.6,0,0.3,0.3,-1,4.9,3.9
Brad Davison\brad-davison-1,FR,2017-18,G,Wisconsin,Big Ten,33,1028,15.1,0.555,0.503,1.2,8.8,4.9,16.9,2.5,0.1,14.1,22.4,381,109.3,106.7,1.8,1.1,2.9,3.5,0.4,3.9
Trevon Duval\trevon-duval-1,FR,2017-18,G,Duke,ACC,31,899,14.5,0.492,0.476,2.3,5.3,3.9,29.2,3,0.6,19.4,21.4,374,106.1,102.4,1.4,1.3,2.7,2,1.9,3.9
Malachi Flynn\malachi-flynn-1,SO,2017-18,G,Washington State,Pac-12,31,1035,19.6,0.554,0.511,2.5,9.4,6,26.3,2.7,0.2,13,25.3,505,113.2,112.4,2.6,0.6,3.2,4.9,-1,3.9
Quade Green\quade-green-1,FR,2017-18,G,Kentucky,SEC,28,720,14.5,0.579,0.553,1.9,6.4,4.3,19.4,0.9,0,16.2,19.7,277,113.8,108.7,1.4,0.6,2.1,4.2,-0.3,3.9
Jordan Johnson\jordan-johnson-1,SR,2017-18,G,Nevada-Las Vegas,MWC,32,1104,18,0.607,0.521,1.6,7,4.5,28.5,1.9,0.6,19.6,19.2,491,120.5,108.6,3,1,4,4.5,-0.6,3.9
King McClure\king-mcclure-1,JR,2017-18,G,Baylor,Big 12,31,744,12,0.521,0.482,2.4,8.7,5.7,11.6,2.3,0.1,14.9,19.3,244,106,104.2,0.9,1,1.9,1.9,2,3.9
Lucas N'Guessan\lucas-nguessan-1,,2017-18,F,Oklahoma State,Big 12,24,242,9.2,0.553,0.522,5.9,15.9,10.8,6,1.6,4.9,26.4,9,43,101.9,101.8,0.1,0.4,0.5,-1.7,5.6,3.9
Brandon Rachal\brandon-rachal-1,FR,2017-18,G,Louisiana State,SEC,26,397,14.5,0.534,0.524,8.3,15.1,11.8,7.4,3.2,1.5,14.3,15.3,116,110.3,104.5,0.5,0.5,1,0.9,3,3.9
Grant Riller\grant-riller-1,SO,2017-18,G,College of Charleston,CAA,32,1070,25.1,0.637,0.617,1.5,8.1,4.9,14.5,2.3,1.5,10.9,26.4,531,122.3,105.5,3.8,1.3,5.1,4.8,-0.9,3.9
Dusan Ristic\dusan-ristic-1,SR,2017-18,C,Arizona,Pac-12,31,821,20.9,0.609,0.581,10.2,20.9,16,6.2,0.8,2.2,12.7,21.6,346,120.5,103.8,2.3,1.1,3.4,2.8,1.2,3.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
CJ Walker\cj-walker-2,SO,2017-18,G,Florida State,ACC,31,743,13.2,0.54,0.505,0.9,11.3,6.3,18.4,2.4,0.6,17.6,18.9,266,106.8,103.7,1,1,2,2.3,1.6,3.9
Lexus Williams\lexus-williams-1,SR,2017-18,G,Boise State,MWC,30,778,14.1,0.592,0.55,1.4,8.5,5,15.6,2.1,0.1,17.3,18.2,276,113.4,99.8,1.4,1.3,2.7,2.1,1.8,3.9
Jeffrey Carroll\jeffrey-carroll-2,SR,2017-18,G,Oklahoma State,Big 12,29,888,17.7,0.529,0.489,5.5,17.2,11.3,11.3,1.5,0.8,12.9,25.7,406,107.9,103.9,1.6,1.2,2.8,2.8,1,3.8
Joseph Chartouny\joseph-chartouny-1,JR,2017-18,G,Fordham,A-10,29,1043,18,0.484,0.436,2.5,16.4,9.3,28.9,5.6,1,15.9,22.8,390,97,98,0.6,2,2.6,0.4,3.3,3.8
Elijah Childs\elijah-childs-1,FR,2017-18,F,Bradley,MVC,33,691,21,0.525,0.518,13,21.2,17.1,7.3,2.1,8.5,14.6,23.2,267,103.7,92.6,0.9,1.6,2.5,-1,4.9,3.8
Wes Clark\wes-clark-2,,2017-18,G,Buffalo,MAC,21,617,20.4,0.571,0.544,1.4,10.9,6.1,31.9,2.2,0.7,14.7,24.1,326,117.4,104,1.8,0.8,2.6,4.3,-0.5,3.8
Qiydar Davis\qiydar-davis-1,SR,2017-18,G,Indiana State,MVC,29,768,18.1,0.568,0.53,5.4,15.9,10.4,8.6,3.5,2.8,15,20.8,290,108.3,98.3,1.2,1.4,2.6,1.3,2.6,3.8
Cheickna Dembele\cheickna-dembele-1,SO,2017-18,F,Nevada-Las Vegas,MWC,24,170,13.7,0.473,0.467,16.1,5.3,10.2,9.1,1.6,6.9,21.7,15.2,54,101.5,106.2,0.1,0.2,0.3,-0.2,4,3.8
Dewan Huell\dewan-huell-1,SO,2017-18,F,Miami (FL),ACC,30,778,22.4,0.609,0.583,9.5,20.6,15.1,3.3,1.1,3.9,12.5,21.7,323,118.3,98.6,2,1.4,3.4,1.4,2.4,3.8
Antwain Johnson\antwain-johnson-1,JR,2017-18,G,Middle Tennessee,CUSA,28,624,17.9,0.56,0.517,2.2,8.1,5.1,15.9,1.7,0.8,9.5,23.1,269,117.7,100.2,1.7,1,2.7,3.3,0.5,3.8
Mfiondu Kabengele\mfiondu-kabengele-1,FR,2017-18,F,Florida State,ACC,30,424,22.6,0.56,0.53,15.5,19.9,17.7,4.4,1.8,5.2,13.7,24.7,210,113.7,98.7,1.1,0.8,1.8,1.9,1.9,3.8
Will Magarity\will-magarity-1,SR,2017-18,F,Davidson,A-10,28,560,15,0.614,0.616,8.5,18.5,13.7,5.4,1.4,3.8,17.1,14.9,154,112.5,101.1,0.8,0.9,1.7,1,2.8,3.8
Johnny McCants\johnny-mccants-1,JR,2017-18,F,New Mexico State,WAC,30,461,16.2,0.547,0.566,11.7,18.8,15.3,4.4,1.4,5.5,15.5,14.3,130,110.4,88,0.6,1.3,1.9,-1.2,5,3.8
Shavar Newkirk\shavar-newkirk-1,SR,2017-18,G,Saint Joseph's,A-10,30,1025,20,0.516,0.45,2.2,11.2,6.6,23.2,2.5,0.8,9.4,27.3,524,108.4,102.6,2.1,1.5,3.6,3.3,0.5,3.8
Jonah Radebaugh\jonah-radebaugh-1,SO,2017-18,G,Northern Colorado,Big Sky,32,1138,11.8,0.599,0.583,4,15.2,9.5,6.2,1.5,0.9,10.6,9.5,252,125.4,99.9,1.7,1.9,3.7,1.3,2.6,3.8
Antonio Vrankovic\antonio-vrankovic-1,JR,2017-18,C,Duke,ACC,13,64,10.9,0.504,0.5,9.1,15.8,12.7,16.3,0,3.1,22.3,13.2,18,108.9,102.5,0.1,0.1,0.2,0.3,3.5,3.8
Mitchell Wilbekin\mitchell-wilbekin-1,SR,2017-18,G,Wake Forest,ACC,27,714,12.3,0.564,0.532,1.6,8.6,5,10,1.4,0,8.5,15.5,211,118.3,112.2,1.3,0.4,1.7,3.9,-0.1,3.8
Tye Wilburn\tye-wilburn-1,JR,2017-18,G,Wright State,Horizon,19,176,16.1,0.526,0.448,5.2,19.1,12.2,16.4,5.8,0,22.4,13.9,47,104.1,84.8,0.2,0.5,0.7,-2.1,5.8,3.8
Mike Williams\mike-williams-9,SR,2017-18,G,Rutgers,Big Ten,25,583,15.8,0.482,0.433,7.6,11.5,9.5,7.9,2.2,2.8,12.3,21,204,102.8,97.7,0.6,1.1,1.7,0.8,3,3.8
Tyus Battle\tyus-battle-1,SO,2017-18,G,Syracuse,ACC,33,1281,18.3,0.529,0.47,1.4,7.6,4.6,12.5,2.5,0.7,11.1,28.5,584,109.7,103.7,2.8,1.7,4.5,3.3,0.4,3.7
Rodney Bullock\rodney-bullock-1,SR,2017-18,F,Providence,Big East,30,961,16.4,0.543,0.497,5.4,15.4,10.3,7.6,1.3,3.2,13.9,23.4,391,105.3,104.4,1.3,1.2,2.6,1.4,2.3,3.7
Matt Coleman\matt-coleman-3,FR,2017-18,G,Texas,Big 12,32,1074,11.3,0.486,0.445,2.4,6.3,4.3,23.5,2.1,0.1,18.5,18.1,340,100.6,103.7,0.8,1.4,2.3,1.2,2.5,3.7
Noah Dickerson\noah-dickerson-1,JR,2017-18,F,Washington,Pac-12,32,861,26.5,0.632,0.568,12.5,24.5,18.6,6.9,1.5,2.2,15.8,26.7,478,120.1,100.3,3,1.4,4.5,2.9,0.9,3.7
Tyrik Dixon\tyrik-dixon-1,SO,2017-18,G,Middle Tennessee,CUSA,29,658,11.5,0.496,0.453,2.1,14.4,8.1,24.3,2.4,0.4,20.5,13.8,180,107,96.8,0.7,1.3,2,0.4,3.2,3.7
Marcanvis Hymon\marcanvis-hymon-1,SR,2017-18,F,Mississippi,SEC,32,624,13.7,0.551,0.561,9.6,17.8,13.6,7.3,1.3,4.6,15.7,11.9,156,113.1,108.1,0.8,0.6,1.4,-0.1,3.8,3.7
Fabijan Krslovic\fabijan-krslovic-1,SR,2017-18,F,Montana,Big Sky,30,727,15.5,0.605,0.563,7,16.2,11.5,10.9,2.2,2.4,20.5,14.4,220,114.3,95.9,1.2,1.5,2.7,0.2,3.5,3.7
Garrison Mathews\garrison-matthews-1,JR,2017-18,G,Lipscomb,A-Sun,32,974,25.8,0.629,0.573,4.5,15.4,10,11.6,1.5,1,11.1,29.7,623,122.8,101.3,3.9,1.5,5.4,5.6,-1.9,3.7
Reed Nikko\reed-nikko-1,SO,2017-18,F,Missouri,SEC,31,251,16,0.551,0.551,10.6,18.4,14.8,4.8,0.9,8.9,19,17.4,76,104.6,97.4,0.3,0.5,0.7,-1.9,5.7,3.7
Duby Okeke\duby-okeke-1,SR,2017-18,C,Nebraska,Big Ten,27,192,9.4,0.421,0.421,14.1,13.6,13.8,1.8,1.5,13,41.7,10.8,32,76.4,95.5,-0.2,0.4,0.2,-5.1,8.8,3.7
Brandon Robinson\brandon-robinson-2,SO,2017-18,G,North Carolina,ACC,30,267,8.3,0.494,0.46,7.5,9.4,8.4,10.4,1,2.1,21.2,12.3,65,105,106.9,0.2,0.3,0.5,1.1,2.7,3.7
RaySean Scott Jr.\raysean-scottjr-1,SO,2017-18,F,Florida Gulf Coast,A-Sun,25,388,23.4,0.698,0.68,12.8,20.2,16.8,7.2,1.1,3.7,12.3,17,164,137.2,97.3,1.4,0.8,2.2,2.7,1,3.7
Troy Simmons\troy-simmons-2,JR,2017-18,G,New Mexico,MWC,26,588,16.3,0.506,0.475,6.3,10.2,8.1,12.7,4.2,0.7,11.1,22.1,244,106.5,104.2,0.9,0.8,1.6,2.8,0.9,3.7
Zach Thomas\zach-thomas-1,SR,2017-18,F,Bucknell,Patriot,34,1084,25.7,0.6,0.53,4.9,26.4,16.2,13.7,1.7,2.2,15.2,30.5,649,114,95.7,3.3,2.3,5.6,2.6,1.1,3.7
Solomon Young\solomon-young-1,SO,2017-18,F,Iowa State,Big 12,26,708,14.2,0.539,0.497,7.9,15.8,11.9,4.6,1.8,2.9,12.1,14,192,112.6,106.7,1,0.8,1.7,0.7,3,3.7
Elijah Brown\elijah-brown-1,JR,2017-18,G,Oregon,Pac-12,32,942,17.1,0.566,0.518,3.2,10.4,6.8,16.1,1.6,0.1,12.6,23.1,410,115.1,106.9,2.3,1,3.3,4.1,-0.6,3.6
Kyron Cartwright\kyron-cartwright-1,SR,2017-18,G,Providence,Big East,30,893,16.8,0.541,0.494,1.3,10.3,5.7,38.2,2.5,0.1,21.3,22.4,389,105.5,105.2,1.4,1.1,2.4,2.8,0.8,3.6
LaDarien Griffin\ladarien-griffin-1,JR,2017-18,F,St. Bonaventure,A-10,29,862,15.4,0.53,0.48,9.5,15.3,12.5,7.1,1.2,5.2,13.2,15.9,270,112.6,100.8,1.4,1.4,2.8,-0.5,4.1,3.6
Jonathan Kasibabu\jonathan-kasibabu-1,JR,2017-18,F,Fairfield,MAAC,32,681,21.3,0.705,0.705,9.3,20.2,14.6,10.8,1.1,5.5,20.6,18.7,282,122.4,103.5,1.9,0.9,2.8,1,2.6,3.6
Luke Knapke\luke-knapke-1,SO,2017-18,F,Toledo,MAC,31,714,22.5,0.667,0.64,8.7,19.3,14.3,10,0.7,6.4,18.8,22.1,318,118.1,103.7,1.9,1,2.9,2,1.5,3.6
Josh Sharma\josh-sharma-1,JR,2017-18,C,Stanford,Pac-12,30,297,16.8,0.6,0.59,10.4,16.7,13.7,2,1.1,8.6,16.5,17.8,101,111.2,99.6,0.5,0.5,1,-0.5,4.1,3.6
Dustin Thomas\dustin-thomas-1,SR,2017-18,F,Arkansas,SEC,26,500,12.3,0.554,0.516,7.2,17,12.2,8.2,2.2,0.7,19.7,14.3,144,107.6,104,0.6,0.7,1.2,0.8,2.8,3.6
Austin Torres\austin-torres-1,SR,2017-18,F,Notre Dame,ACC,28,300,11.9,0.549,0.604,8.7,17.1,13.1,6.7,1.6,3.6,20.1,12.1,66,104.5,101,0.2,0.5,0.7,-0.7,4.4,3.6
Keonta Vernon\keonta-vernon-1,SR,2017-18,F,Grand Canyon,WAC,30,677,18.1,0.498,0.483,10.2,21.6,15.8,12.4,1.8,5.4,11.5,20.5,256,106.1,86.2,0.9,2,2.9,-2,5.6,3.6
Malik Williams\malik-williams-1,FR,2017-18,F,Louisville,ACC,31,332,17,0.527,0.514,7.8,16.5,12.4,2.8,2.1,3.9,8.6,19.3,114,110.1,97.9,0.5,0.6,1.1,1.8,1.8,3.6
Kalif Young\kalif-young-1,SO,2017-18,F,Providence,Big East,31,546,13.9,0.53,0.533,10.1,18.7,14.4,6.9,1.4,4.2,17.6,15,156,104.7,102.3,0.5,0.8,1.3,-0.8,4.4,3.6
Mark Alstork\mark-alstork-1,SR,2017-18,G,Illinois,Big Ten,32,724,10.6,0.462,0.392,6.4,12.6,9.2,14,2,2.1,17.9,16.3,212,100.5,105.2,0.5,0.9,1.4,0.5,3,3.5
Jordan Bohannon\jordan-bohannon-1,SO,2017-18,G,Iowa,Big Ten,33,1050,17.6,0.612,0.571,0.4,7.4,4,29.2,1.2,0,15.8,19.9,455,123.4,115.7,3.1,0.2,3.4,6.7,-3.2,3.5
Keith Braxton\keith-braxton-1,SO,2017-18,G,Saint Francis (PA),NEC,30,1057,24.6,0.592,0.538,5.6,25.7,15.9,18.1,2.8,1.7,15.2,24.7,531,116.1,99.9,3,1.8,4.8,2.2,1.3,3.5
Leroy Buchanan\leroy-buchanan-1,JR,2017-18,G,Murray State,OVC,31,847,16.4,0.577,0.559,4.9,11.8,8.6,7.1,3.5,1.5,14.2,17.4,266,112.4,95.4,1.4,1.8,3.2,0.7,2.8,3.5
Jordan Chatman\jordan-chatman-1,JR,2017-18,G,Boston College,ACC,32,1170,13.7,0.586,0.545,1.5,7.4,4.5,7.9,1,0.1,6.8,16.2,373,123.6,110.1,2.6,0.9,3.5,4.3,-0.7,3.5
Phil Cofer\phil-cofer-1,SR,2017-18,F,Florida State,ACC,31,908,17.4,0.577,0.562,6.5,12.7,9.7,4.6,0.9,0.7,9,20.3,362,118.6,106.6,2.1,1,3.1,3.7,-0.3,3.5
Silvio De Sousa\silvio-desousa-1,,2017-18,F,Kansas,Big 12,12,52,20.7,0.684,0.643,27.9,12.3,19.6,6.6,0,2.1,27.7,24.3,29,118.4,106.8,0.2,0.1,0.2,4,-0.4,3.5
Everett Duncan\everett-duncan-1,SO,2017-18,G,Vermont,AEC,33,927,11.8,0.7,0.677,4.4,14,9.5,2.9,0.5,0.5,8.6,9.6,190,139.2,102.6,1.9,1.3,3.2,3.5,-0.1,3.5
