Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Terry Mills,1992-93,DET,81,"2,183.0",-0.97,-0.99,-1.96,0.63
Charles Smith,1992-93,NYK,81,"2,172.0",-0.87,2.19,1.32,5.50
Danny Ainge,1992-93,PHO,80,"2,163.0",2.14,-1.84,0.30,3.89
Michael Cage,1992-93,SEA,82,"2,156.0",-0.89,2.30,1.41,5.48
Robert Parish,1992-93,BOS,79,"2,146.0",0.34,2.91,3.24,8.05
Stacey Augmon,1992-93,ATL,73,"2,112.0",-0.32,-0.94,-1.27,1.61
Derek Harper,1992-93,DAL,62,"2,108.0",2.65,-1.19,1.46,5.46
Tim Perry,1992-93,PHI,81,"2,104.0",-2.16,-0.42,-2.58,-0.27
Dell Curry,1992-93,CHH,80,"2,094.0",0.82,-2.55,-1.73,0.95
Sam Bowie,1992-93,NJN,79,"2,092.0",-1.60,2.20,0.60,4.21
Sean Rooks,1992-93,DAL,72,"2,087.0",-1.00,0.16,-0.84,2.14
Gerald Wilkins,1992-93,CLE,80,"2,079.0",-1.00,-1.41,-2.41,0.02
Frank Brickowski,1992-93,MIL,66,"2,075.0",0.14,-0.43,-0.29,2.91
Rik Smits,1992-93,IND,81,"2,072.0",-0.94,-0.65,-1.58,1.17
Tyrone Hill,1992-93,GSW,74,"2,070.0",-0.95,1.98,1.02,4.71
Hot Rod Williams,1992-93,CLE,67,"2,055.0",-1.84,0.52,-1.32,1.49
Jay Humphries,1992-93,UTA,78,"2,034.0",-1.33,-1.02,-2.34,0.08
Avery Johnson,1992-93,SAS,75,"2,030.0",1.66,0.03,1.70,5.56
Kenny Anderson,1992-93,NJN,55,"2,010.0",1.44,0.49,1.93,5.87
Alvin Robertson,1992-93,TOT,138,"2,006.0",-0.14,1.95,1.81,5.64
Nate McMillan,1992-93,SEA,73,"1,977.0",0.82,2.75,3.56,7.81
Jon Koncak,1992-93,ATL,78,"1,975.0",-2.00,3.55,1.55,5.19
Antoine Carr,1992-93,SAS,71,"1,947.0",0.19,0.78,0.97,4.38
Bill Laimbeer,1992-93,DET,79,"1,933.0",0.26,0.65,0.91,4.28
Sherman Douglas,1992-93,BOS,79,"1,932.0",0.29,-1.68,-1.39,1.28
Todd Day,1992-93,MIL,71,"1,931.0",-0.39,-0.96,-1.35,1.34
Chris Mullin,1992-93,GSW,46,"1,902.0",2.50,-0.94,1.56,5.01
J.R. Reid,1992-93,TOT,166,"1,887.0",-1.73,-0.58,-2.32,0.10
Doc Rivers,1992-93,NYK,77,"1,886.0",1.72,2.81,4.53,8.88
Eddie Johnson,1992-93,SEA,82,"1,869.0",0.28,-3.90,-3.62,-1.47
Andrew Lang,1992-93,PHI,73,"1,861.0",-3.42,3.05,-0.37,2.51
Tom Tolbert,1992-93,ORL,72,"1,838.0",-1.98,-0.11,-2.09,0.36
Larry Stewart,1992-93,WSB,81,"1,823.0",-1.09,-1.71,-2.80,-0.51
Stanley Roberts,1992-93,LAC,77,"1,816.0",-1.46,2.69,1.24,4.42
Carl Herrera,1992-93,HOU,81,"1,800.0",-1.67,-0.21,-1.88,0.60
Mike Iuzzolino,1992-93,DAL,70,"1,769.0",0.98,-2.72,-1.74,0.74
Brad Lohaus,1992-93,MIL,80,"1,766.0",-0.01,-0.71,-0.72,1.97
Anthony Bonner,1992-93,SAC,70,"1,764.0",-1.94,0.45,-1.49,1.06
Kevin Duckworth,1992-93,POR,74,"1,762.0",-2.31,0.18,-2.13,0.28
Anthony Bowie,1992-93,ORL,77,"1,761.0",-0.84,-1.00,-1.84,0.64
Dennis Scott,1992-93,ORL,54,"1,759.0",0.74,-1.01,-0.27,2.49
Mario Elie,1992-93,POR,82,"1,757.0",0.86,-0.43,0.44,3.33
Victor Alexander,1992-93,GSW,72,"1,753.0",-0.74,-0.18,-0.93,1.73
Armen Gilliam,1992-93,PHI,80,"1,742.0",-1.08,-2.03,-3.11,-0.83
Duane Ferrell,1992-93,ATL,82,"1,736.0",-0.75,-2.46,-3.21,-0.87
Mitch Richmond,1992-93,SAC,45,"1,728.0",1.75,-1.55,0.20,2.99
Randy Brown,1992-93,SAC,75,"1,726.0",-1.61,0.56,-1.05,1.54
Tom Chambers,1992-93,PHO,73,"1,723.0",-0.44,-1.47,-1.91,0.59
Jerome Kersey,1992-93,POR,65,"1,719.0",-1.21,1.72,0.51,3.35
David Benoit,1992-93,UTA,82,"1,712.0",-2.09,-0.45,-2.54,-0.16
Pervis Ellison,1992-93,WSB,49,"1,701.0",0.34,2.36,2.70,5.80
Greg Anthony,1992-93,NYK,70,"1,699.0",0.44,2.62,3.06,6.34
Byron Scott,1992-93,LAL,58,"1,677.0",1.29,-1.08,0.21,2.92
Walt Williams,1992-93,SAC,59,"1,673.0",-0.39,-2.03,-2.42,-0.03
Clyde Drexler,1992-93,POR,49,"1,671.0",2.76,2.23,4.99,8.17
Anthony Peeler,1992-93,LAL,77,"1,656.0",0.02,-2.31,-2.28,0.12
Kevin McHale,1992-93,BOS,71,"1,656.0",-1.39,-1.52,-2.90,-0.55
Loy Vaught,1992-93,LAC,79,"1,653.0",-0.73,-0.41,-1.14,1.37
Kevin Johnson,1992-93,PHO,49,"1,643.0",2.14,0.17,2.31,5.12
John Williams,1992-93,LAC,74,"1,638.0",-2.00,0.00,-1.99,0.42
Donald Royal,1992-93,ORL,77,"1,636.0",-0.10,-0.84,-0.94,1.58
Gary Grant,1992-93,LAC,74,"1,624.0",-0.94,-0.70,-1.64,0.80
Terrell Brandon,1992-93,CLE,82,"1,622.0",0.63,-0.65,-0.02,2.57
Steve Smith,1992-93,MIA,48,"1,610.0",1.60,-0.50,1.10,3.76
Cedric Ceballos,1992-93,PHO,74,"1,607.0",1.70,-0.52,1.18,3.82
Brian Shaw,1992-93,MIA,68,"1,603.0",-0.65,-0.21,-0.87,1.63
Johnny Dawkins,1992-93,PHI,74,"1,598.0",0.25,-2.11,-1.86,0.55
Rumeal Robinson,1992-93,NJN,80,"1,585.0",-0.36,-0.35,-0.71,1.76
Marcus Liberty,1992-93,DEN,78,"1,585.0",-1.44,-0.33,-1.78,0.60
Robert Pack,1992-93,DEN,77,"1,579.0",0.62,-1.66,-1.04,1.39
Walter Bond,1992-93,DAL,74,"1,578.0",-2.48,-1.16,-3.64,-1.31
Lloyd Daniels,1992-93,SAS,77,"1,573.0",-0.81,-1.94,-2.75,-0.36
Mark West,1992-93,PHO,82,"1,558.0",-2.24,3.23,0.99,3.51
Orlando Woolridge,1992-93,TOT,116,"1,555.0",-0.52,-0.65,-1.17,1.26
Elden Campbell,1992-93,LAL,79,"1,551.0",-1.85,1.46,-0.39,2.07
Mike Brown,1992-93,UTA,82,"1,551.0",-3.52,-0.90,-4.42,-2.00
Adam Keefe,1992-93,ATL,82,"1,549.0",-1.42,-0.24,-1.66,0.78
LaBradford Smith,1992-93,WSB,69,"1,546.0",-1.40,-1.98,-3.37,-1.01
Bob McCann,1992-93,MIN,79,"1,536.0",-2.26,-0.16,-2.42,-0.03
Vinny Del Negro,1992-93,SAS,73,"1,526.0",0.76,-1.24,-0.48,1.95
Doug Smith,1992-93,DAL,61,"1,524.0",-3.10,-0.32,-3.42,-1.05
Scott Brooks,1992-93,HOU,82,"1,516.0",1.26,-0.36,0.90,3.35
Paul Graham,1992-93,ATL,80,"1,508.0",-0.61,-1.36,-1.97,0.45
Lee Mayberry,1992-93,MIL,82,"1,503.0",-0.12,-1.63,-1.75,0.64
Vern Fleming,1992-93,IND,75,"1,503.0",0.48,-2.33,-1.85,0.59
George McCloud,1992-93,IND,78,"1,500.0",-0.73,-1.98,-2.71,-0.24
Fred Roberts,1992-93,MIL,79,"1,488.0",0.55,-0.79,-0.24,2.14
Jeff Turner,1992-93,ORL,75,"1,479.0",-0.75,-1.48,-2.23,0.15
Kenny Gattison,1992-93,CHH,75,"1,475.0",-1.18,1.03,-0.15,2.21
David Wingate,1992-93,CHH,72,"1,471.0",-0.59,-0.18,-0.77,1.60
Johnny Newman,1992-93,CHH,64,"1,471.0",0.97,-1.94,-0.97,1.41
Danny Ferry,1992-93,CLE,76,"1,461.0",-0.63,-0.42,-1.05,1.31
Rolando Blackman,1992-93,NYK,60,"1,434.0",-0.65,-1.07,-1.72,0.56
Randy White,1992-93,DAL,64,"1,433.0",-2.00,0.10,-1.90,0.45
Rod Higgins,1992-93,SAC,69,"1,425.0",-0.04,-0.78,-0.81,1.50
John Salley,1992-93,MIA,51,"1,422.0",-1.93,1.46,-0.47,1.82
Sam Mitchell,1992-93,IND,81,"1,402.0",-0.79,-1.94,-2.73,-0.25
Chris Dudley,1992-93,NJN,71,"1,398.0",-4.03,3.22,-0.81,1.46
Mark Bryant,1992-93,POR,80,"1,396.0",-1.81,0.26,-1.55,0.76
Harold Miner,1992-93,MIA,73,"1,383.0",-0.81,-3.11,-3.92,-1.36
Scott Williams,1992-93,CHI,71,"1,369.0",-1.69,2.50,0.81,2.92
Larry Krystkowiak,1992-93,UTA,71,"1,362.0",-1.51,-0.68,-2.19,0.19
Matt Bullard,1992-93,HOU,79,"1,356.0",0.90,-1.57,-0.67,1.56
Richard Dumas,1992-93,PHO,48,"1,320.0",0.47,1.02,1.49,3.41
Alaa Abdelnaby,1992-93,TOT,150,"1,311.0",-1.73,-0.48,-2.22,0.16
Rex Chapman,1992-93,WSB,60,"1,300.0",1.12,-2.81,-1.69,0.59
Olden Polynice,1992-93,DET,67,"1,299.0",-1.57,0.22,-1.34,0.91
Felton Spencer,1992-93,MIN,71,"1,296.0",-3.56,1.47,-2.08,0.26
Brian Howard,1992-93,DAL,68,"1,295.0",-2.20,-0.08,-2.28,0.08
Jud Buechler,1992-93,GSW,70,"1,287.0",-1.12,-1.09,-2.21,0.18
Buck Johnson,1992-93,WSB,73,"1,287.0",-1.94,-1.19,-3.12,-0.63
Thurl Bailey,1992-93,MIN,70,"1,276.0",-1.62,-1.95,-3.56,-0.98
Byron Houston,1992-93,GSW,79,"1,274.0",-2.41,0.96,-1.45,0.81
Donald Hodge,1992-93,DAL,79,"1,267.0",-3.87,-0.96,-4.83,-2.00
Chris Smith,1992-93,MIN,80,"1,266.0",-0.91,-1.55,-2.46,-0.07
Ron Anderson,1992-93,PHI,69,"1,263.0",-1.37,-3.33,-4.69,-1.87
Bill Cartwright,1992-93,CHI,63,"1,253.0",-2.66,-0.34,-3.00,-0.46
Chris Gatling,1992-93,GSW,70,"1,248.0",-0.43,0.28,-0.14,1.88
Dana Barros,1992-93,SEA,69,"1,243.0",1.96,-1.35,0.61,2.50
Duane Causwell,1992-93,SAC,55,"1,211.0",-0.76,3.36,2.60,4.04
Charles Jones,1992-93,WSB,67,"1,206.0",-3.43,3.06,-0.37,1.63
Billy Owens,1992-93,GSW,37,"1,201.0",0.15,-0.02,0.14,2.03
Mike Sanders,1992-93,CLE,53,"1,189.0",-1.48,0.96,-0.52,1.49
Chucky Brown,1992-93,NJN,77,"1,186.0",-1.70,-0.90,-2.60,-0.20
Rafael Addison,1992-93,NJN,68,"1,164.0",-2.57,-2.39,-4.96,-1.97
Mark Macon,1992-93,DEN,48,"1,141.0",-2.35,-0.26,-2.61,-0.21
Kevin Edwards,1992-93,MIA,40,"1,134.0",0.76,0.09,0.85,2.46
Vincent Askew,1992-93,TOT,146,"1,129.0",-0.27,-0.55,-0.82,1.18
Joe Kleine,1992-93,BOS,78,"1,129.0",-3.01,-0.12,-3.13,-0.54
Danny Schayes,1992-93,MIL,70,"1,124.0",-2.65,0.02,-2.64,-0.18
Frank Johnson,1992-93,PHO,77,"1,122.0",-1.81,-0.76,-2.57,-0.10
Mark Eaton,1992-93,UTA,64,"1,104.0",-3.02,3.53,0.51,2.14
Rick Fox,1992-93,BOS,71,"1,082.0",-0.50,0.22,-0.28,1.52
Rick Mahorn,1992-93,NJN,74,"1,077.0",-2.13,0.50,-1.63,0.52
Oliver Miller,1992-93,PHO,56,"1,069.0",-3.42,2.73,-0.69,1.22
Tony Campbell,1992-93,NYK,58,"1,062.0",-1.29,-0.08,-1.36,0.68
Stacey King,1992-93,CHI,76,"1,059.0",-1.94,-1.52,-3.47,-0.71
Mark Aguirre,1992-93,DET,51,"1,056.0",0.03,-2.35,-2.32,0.05
Luc Longley,1992-93,MIN,55,"1,045.0",-3.90,1.96,-1.94,0.31
John Paxson,1992-93,CHI,59,"1,030.0",-0.48,-1.37,-1.86,0.38
Jeff Grayer,1992-93,GSW,48,"1,025.0",-1.11,-1.63,-2.74,-0.21
Rodney McCray,1992-93,CHI,64,"1,019.0",-3.07,-2.08,-5.14,-1.74
Winston Garland,1992-93,HOU,66,"1,004.0",-1.29,-1.62,-2.92,-0.36
Will Perdue,1992-93,CHI,72,998.0,-1.39,0.73,-0.66,1.16
Greg Grant,1992-93,PHI,72,996.0,-1.49,-1.55,-3.04,-0.43
Morlon Wiley,1992-93,TOT,116,995.0,-0.15,-0.29,-0.44,1.29
Doug Overton,1992-93,WSB,45,990.0,-1.23,-2.24,-3.47,-0.71
Jim Jackson,1992-93,DAL,28,938.0,-2.71,-2.19,-4.90,-1.52
Keith Askins,1992-93,MIA,69,935.0,-2.00,1.11,-0.89,0.94
Trent Tucker,1992-93,CHI,69,909.0,2.31,-1.84,0.47,1.74
Negele Knight,1992-93,PHO,52,888.0,-3.06,-2.66,-5.72,-1.80
Dexter Cambridge,1992-93,DAL,53,885.0,-1.61,-2.24,-3.85,-0.85
Jim Les,1992-93,SAC,73,881.0,2.92,-0.50,2.41,2.83
Sleepy Floyd,1992-93,HOU,52,867.0,-1.33,-2.13,-3.46,-0.61
Bryant Stith,1992-93,DEN,39,865.0,-0.90,-1.62,-2.51,-0.10
Brent Price,1992-93,WSB,68,859.0,-3.12,-1.00,-4.12,-0.98
Tony Bennett,1992-93,CHH,75,857.0,-0.71,-2.07,-2.78,-0.19
Manute Bol,1992-93,PHI,58,855.0,-4.96,3.89,-1.07,0.75
Gerald Glass,1992-93,TOT,120,848.0,-1.25,0.13,-1.12,0.72
Kenny Williams,1992-93,IND,57,844.0,0.20,0.91,1.10,1.96
Sarunas Marciulionis,1992-93,GSW,30,836.0,2.99,-1.02,1.97,2.42
Danny Young,1992-93,DET,65,836.0,0.08,-0.78,-0.70,0.94
Pete Chilcutt,1992-93,SAC,59,834.0,-1.92,-1.26,-3.18,-0.43
Larry Smith,1992-93,SAS,66,833.0,-4.22,1.49,-2.73,-0.18
Kurt Rambis,1992-93,TOT,144,822.0,-1.48,2.09,0.61,1.65
Hubert Davis,1992-93,NYK,50,815.0,-2.10,-1.16,-3.26,-0.55
Travis Mays,1992-93,ATL,49,787.0,-1.40,-3.57,-4.97,-1.26
Benoit Benjamin,1992-93,TOT,118,754.0,-3.01,1.10,-1.91,0.25
Tony Smith,1992-93,LAL,55,752.0,-0.08,-0.37,-0.45,0.98
Todd Lichti,1992-93,DEN,48,752.0,-1.06,-1.49,-2.55,-0.11
Gary Plummer,1992-93,DEN,60,737.0,-3.73,-1.84,-5.57,-1.53
LaSalle Thompson,1992-93,IND,63,730.0,-2.68,0.48,-2.21,0.12
Steve Henson,1992-93,ATL,53,719.0,0.47,-1.44,-0.97,0.69
Tom Hammonds,1992-93,TOT,108,713.0,-1.98,-1.23,-3.21,-0.41
Don MacLean,1992-93,WSB,62,674.0,-1.36,-3.34,-4.70,-1.01
Malik Sealy,1992-93,IND,58,672.0,-2.65,-2.13,-4.78,-0.97
Scott Hastings,1992-93,DEN,76,670.0,-1.65,-0.18,-1.83,0.23
Duane Cooper,1992-93,LAL,65,645.0,-2.94,-3.19,-6.13,-1.50
Lance Blanks,1992-93,MIN,61,642.0,-1.64,-2.22,-3.86,-0.62
Greg Kite,1992-93,ORL,64,640.0,-4.56,1.02,-3.54,-0.48
Tim Legler,1992-93,TOT,66,635.0,0.94,-1.91,-0.97,0.60
Litterial Green,1992-93,ORL,52,626.0,-0.47,-1.24,-1.71,0.28
James Edwards,1992-93,LAL,52,617.0,-2.30,-2.89,-5.19,-1.09
David Wood,1992-93,SAS,64,598.0,-2.21,-0.21,-2.42,-0.01
Sean Higgins,1992-93,GSW,29,591.0,-2.95,-4.02,-6.98,-1.62
Herb Williams,1992-93,NYK,55,571.0,-3.43,3.08,-0.35,0.77
Kevin Brooks,1992-93,DEN,55,571.0,-3.21,-3.57,-6.78,-1.59
Charles Shackleford,1992-93,PHI,48,568.0,-2.61,0.91,-1.70,0.26
Willie Anderson,1992-93,SAS,38,560.0,-3.14,-2.51,-5.64,-1.14
Matt Geiger,1992-93,MIA,48,554.0,-1.43,0.84,-0.59,0.67
Jon Barry,1992-93,MIL,47,552.0,-2.03,-1.63,-3.66,-0.45
Brad Sellers,1992-93,MIN,54,533.0,-3.15,-2.48,-5.63,-1.09
Marlon Maxey,1992-93,MIN,43,520.0,-1.30,-0.59,-1.89,0.17
Darrell Walker,1992-93,TOT,74,511.0,-2.14,0.57,-1.58,0.28
Maurice Cheeks,1992-93,NJN,35,510.0,1.13,0.61,1.74,1.42
Tracy Moore,1992-93,DAL,39,510.0,1.02,-2.54,-1.52,0.29
John Battle,1992-93,CLE,41,497.0,-1.59,-2.89,-4.48,-0.65
Tracy Murray,1992-93,POR,48,495.0,-1.64,-2.97,-4.60,-0.72
Kiki Vandeweghe,1992-93,LAC,41,494.0,0.52,-2.48,-1.96,0.14
Steve Kerr,1992-93,TOT,104,481.0,-1.36,-2.17,-3.52,-0.35
Marty Conlon,1992-93,SAC,46,467.0,-0.27,-1.18,-1.45,0.29
Willie Burton,1992-93,MIA,26,451.0,-3.34,-1.17,-4.51,-0.61
Bernard King,1992-93,NJN,32,430.0,0.49,-1.50,-1.01,0.39
Lester Conner,1992-93,LAC,31,422.0,-0.85,1.49,0.65,0.86
Andre Spencer,1992-93,TOT,40,422.0,-1.20,-0.81,-2.01,0.12
Alec Kessler,1992-93,MIA,40,415.0,-1.36,-0.60,-1.96,0.12
Tate George,1992-93,NJN,48,380.0,-3.36,-3.04,-6.40,-0.97
Dave Johnson,1992-93,POR,42,356.0,-4.36,-3.69,-8.06,-1.22
Jaren Jackson,1992-93,LAC,34,350.0,-1.72,-0.66,-2.38,0.00
Kennard Winchester,1992-93,HOU,39,340.0,-2.28,-0.99,-3.26,-0.20
Derek Strong,1992-93,MIL,23,339.0,1.81,-0.22,1.58,0.90
Jerrod Mustaf,1992-93,PHO,32,336.0,-2.79,0.23,-2.56,-0.03
Doug Christie,1992-93,LAL,23,332.0,-2.74,-1.10,-3.84,-0.31
Sidney Green,1992-93,TOT,78,329.0,-1.58,-0.27,-1.85,0.12
Kevin Lynch,1992-93,CHH,40,324.0,-2.77,-1.19,-3.95,-0.32
Melvin Newbern,1992-93,DET,33,311.0,-2.15,0.13,-2.02,0.08
Ed Nealy,1992-93,TOT,82,308.0,-0.69,0.02,-0.67,0.36
Gerald Paddio,1992-93,SEA,41,307.0,-0.30,-1.09,-1.39,0.21
Isaac Austin,1992-93,UTA,46,306.0,-3.24,0.31,-2.93,-0.10
Greg Foster,1992-93,TOT,86,298.0,-1.74,-0.77,-2.51,-0.02
Blair Rasmussen,1992-93,ATL,22,283.0,-3.95,-0.28,-4.23,-0.32
Elmore Spencer,1992-93,LAC,44,280.0,-3.23,0.15,-3.07,-0.13
Mark Acres,1992-93,TOT,36,269.0,-1.68,-0.10,-1.78,0.11
Paul Pressey,1992-93,GSW,18,268.0,-2.14,-1.01,-3.15,-0.13
Sam Mack,1992-93,SAS,40,267.0,-1.22,-0.13,-1.35,0.19
Terry Catledge,1992-93,ORL,21,262.0,-2.84,-2.30,-5.14,-0.46
Stephen Howard,1992-93,UTA,49,260.0,-3.46,1.36,-2.10,0.05
Mike Gminski,1992-93,CHH,34,251.0,-1.43,-0.77,-2.20,0.04
Mark Randall,1992-93,TOT,74,248.0,-1.12,-1.06,-2.18,0.03
Tree Rollins,1992-93,HOU,42,247.0,-3.79,1.63,-2.15,0.04
John Crotty,1992-93,UTA,40,243.0,-0.22,-1.68,-1.90,0.08
Corey Williams,1992-93,CHI,35,242.0,-1.99,-2.04,-4.03,-0.25
Bison Dele,1992-93,ORL,21,240.0,-2.36,1.86,-0.50,0.30
Greg Dreiling,1992-93,IND,43,239.0,-3.33,0.45,-2.88,-0.06
Jay Guidinger,1992-93,CLE,32,215.0,-2.71,1.93,-0.78,0.23
Eddie Lee Wilkins,1992-93,PHI,26,192.0,1.09,-1.52,-0.43,0.25
Lorenzo Williams,1992-93,TOT,54,179.0,-1.03,1.40,0.37,0.33
Steve Bardo,1992-93,DAL,23,175.0,-1.93,-0.87,-2.80,-0.05
Randy Woods,1992-93,LAC,41,174.0,-0.57,-0.40,-0.97,0.16
Alton Lister,1992-93,GSW,20,174.0,-3.14,-0.67,-3.80,-0.15
Tim Kempton,1992-93,PHO,30,167.0,-2.17,-0.54,-2.72,-0.03
Steve Scheffler,1992-93,SEA,29,166.0,0.17,0.13,0.30,0.30
Radisav Curcic,1992-93,DAL,20,166.0,0.03,0.12,0.15,0.28
Joe Wolf,1992-93,TOT,46,165.0,-0.53,0.33,-0.20,0.24
Kenny Payne,1992-93,PHI,13,154.0,-0.39,-1.60,-1.99,0.04
Ed Pinckney,1992-93,BOS,7,151.0,-1.30,0.80,-0.50,0.19
Jerome Lane,1992-93,CLE,21,149.0,-0.51,1.72,1.20,0.36
Robert Werdann,1992-93,DEN,28,149.0,-2.21,0.49,-1.72,0.06
Jayson Williams,1992-93,NJN,12,139.0,-1.23,0.28,-0.95,0.13
Bobby Phills,1992-93,CLE,31,139.0,-1.62,-1.02,-2.64,-0.02
Lamont Strothers,1992-93,DAL,9,138.0,-1.97,-1.90,-3.87,-0.13
Keith Jennings,1992-93,GSW,8,136.0,1.88,-0.94,0.95,0.30
Walter Palmer,1992-93,DAL,20,124.0,-0.75,-0.86,-1.61,0.06
Jeff Sanders,1992-93,ATL,9,120.0,-2.05,-0.46,-2.51,-0.01
Alex Blackwell,1992-93,LAL,27,109.0,-1.48,-0.76,-2.24,0.01
Randy Breuer,1992-93,ATL,12,107.0,-1.01,-0.73,-1.74,0.05
Thomas Jordan,1992-93,PHI,4,106.0,-2.26,-1.26,-3.52,-0.08
Chris Corchiani,1992-93,TOT,20,105.0,0.51,0.11,0.62,0.21
Joe Courtney,1992-93,TOT,24,104.0,-0.56,-0.26,-0.82,0.11
Moses Malone,1992-93,MIL,11,104.0,-1.29,-0.52,-1.82,0.04
Isaiah Morris,1992-93,DET,25,102.0,-1.00,-0.96,-1.96,0.03
John Bagley,1992-93,BOS,10,97.0,-2.05,-1.62,-3.67,-0.08
Delaney Rudd,1992-93,POR,15,95.0,-2.13,-1.40,-3.53,-0.07
James Donaldson,1992-93,UTA,6,94.0,-0.94,0.45,-0.49,0.12
Gundars Vetra,1992-93,MIN,13,89.0,0.09,-1.49,-1.39,0.06
Henry James,1992-93,TOT,20,88.0,0.01,-1.20,-1.19,0.07
Sean Green,1992-93,IND,13,81.0,0.04,-1.83,-1.79,0.03
Pat Durham,1992-93,GSW,5,78.0,-1.65,-1.26,-2.91,-0.02
Terry Cummings,1992-93,SAS,8,76.0,-0.95,-0.16,-1.11,0.06
Alex Stivrins,1992-93,TOT,38,76.0,-0.54,-0.81,-1.36,0.05
Reggie Smith,1992-93,POR,23,68.0,-1.38,0.26,-1.12,0.06
William Bedford,1992-93,SAS,16,66.0,-1.12,-0.42,-1.54,0.04
Bo Kimble,1992-93,NYK,9,55.0,-0.57,0.52,-0.05,0.09
Jeff Ruland,1992-93,DET,11,55.0,-0.83,0.08,-0.75,0.06
Marcus Webb,1992-93,BOS,9,51.0,0.16,-0.27,-0.11,0.08
Byron Irvin,1992-93,WSB,4,45.0,-0.66,-0.94,-1.60,0.02
Eric Anderson,1992-93,NYK,16,44.0,-0.62,1.44,0.82,0.10
Bart Kofoed,1992-93,BOS,7,41.0,0.04,-0.23,-0.19,0.06
Matt Othick,1992-93,SAS,4,39.0,-0.45,-0.37,-0.82,0.04
Anthony Pullard,1992-93,MIL,8,37.0,-1.03,-1.00,-2.03,0.01
Dwayne Schintzius,1992-93,NJN,5,35.0,0.21,0.47,0.68,0.07
Steve Burtt,1992-93,WSB,4,35.0,-0.29,-0.79,-1.08,0.03
Doug Lee,1992-93,NJN,5,33.0,-0.20,-0.21,-0.41,0.04
Larry Robinson,1992-93,WSB,4,33.0,-0.53,-0.65,-1.18,0.03
Jo Jo English,1992-93,CHI,6,31.0,-0.83,-0.33,-1.16,0.03
Kenny Battle,1992-93,BOS,3,29.0,-0.04,-0.26,-0.30,0.04
Alan Ogg,1992-93,TOT,12,29.0,-0.68,-0.64,-1.32,0.02
Duane Washington,1992-93,LAC,4,28.0,-0.94,-0.99,-1.93,0.01
Terry Teagle,1992-93,HOU,2,25.0,-0.89,-0.57,-1.46,0.02
Dan O'Sullivan,1992-93,TOT,12,17.0,0.17,-0.31,-0.14,0.03
Stan Kimbrough,1992-93,SAC,3,15.0,-0.26,-0.61,-0.87,0.02
Ricky Blanton,1992-93,CHI,2,13.0,-0.08,-0.47,-0.56,0.02
Rich King,1992-93,SEA,3,12.0,-0.15,-0.65,-0.80,0.01
Dave Hoppen,1992-93,NJN,2,10.0,0.29,0.04,0.32,0.02
Howard Wright,1992-93,ORL,4,10.0,0.20,-0.07,0.13,0.02
Barry Stevens,1992-93,GSW,2,6.0,0.00,-0.58,-0.58,0.01
Chris Mullin,1991-92,GSW,81,"3,346.0",2.87,-0.04,2.83,11.50
Tim Hardaway,1991-92,GSW,81,"3,332.0",3.60,-0.68,2.92,11.64
Dennis Rodman,1991-92,DET,82,"3,301.0",0.38,3.99,4.36,14.92
Joe Dumars,1991-92,DET,82,"3,192.0",1.38,-0.95,0.42,6.07
Scottie Pippen,1991-92,CHI,82,"3,164.0",2.59,1.88,4.47,14.23
Patrick Ewing,1991-92,NYK,82,"3,150.0",1.61,3.63,5.23,15.96
Ron Harper,1991-92,LAC,82,"3,144.0",0.14,0.86,1.01,7.26
Reggie Miller,1991-92,IND,82,"3,120.0",3.63,-0.27,3.36,11.83
Sean Elliott,1991-92,SAS,82,"3,120.0",0.67,-0.33,0.34,5.76
Michael Jordan,1991-92,CHI,80,"3,102.0",5.85,1.61,7.46,19.27
Mitch Richmond,1991-92,SAC,80,"3,095.0",1.54,-2.00,-0.45,4.04
Jeff Hornacek,1991-92,PHO,81,"3,078.0",3.28,0.85,4.13,13.25
Sedale Threatt,1991-92,LAL,82,"3,070.0",2.06,0.56,2.63,10.32
Reggie Lewis,1991-92,BOS,82,"3,070.0",1.40,1.20,2.60,10.24
Grant Long,1991-92,MIA,82,"3,063.0",0.57,1.36,1.93,8.87
Otis Thorpe,1991-92,HOU,82,"3,056.0",0.77,0.02,0.79,6.57
Karl Malone,1991-92,UTA,81,"3,054.0",3.94,0.75,4.69,14.23
Larry Johnson,1991-92,CHH,82,"3,047.0",1.34,0.34,1.68,8.32
Drazen Petrovic,1991-92,NJN,82,"3,027.0",2.34,-1.77,0.57,6.04
Hersey Hawkins,1991-92,PHI,81,"3,013.0",1.95,0.05,2.00,8.87
Glen Rice,1991-92,MIA,79,"3,007.0",2.90,-0.87,2.03,8.92
John Stockton,1991-92,UTA,82,"3,002.0",5.62,2.96,8.58,20.51
Kevin Willis,1991-92,ATL,81,"2,962.0",0.41,1.28,1.70,8.15
Chuck Person,1991-92,IND,81,"2,923.0",1.05,-1.56,-0.51,3.74
Pooh Richardson,1991-92,MIN,82,"2,922.0",2.23,-0.73,1.50,7.64
Jeff Malone,1991-92,UTA,81,"2,922.0",0.75,-2.37,-1.62,1.56
Isiah Thomas,1991-92,DET,78,"2,918.0",0.98,-0.02,0.96,6.62
Kendall Gill,1991-92,CHH,79,"2,906.0",0.48,0.12,0.60,5.85
Danny Manning,1991-92,LAC,82,"2,904.0",1.45,2.32,3.77,12.10
