Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Torey Burston\torey-burston-1,SO,2014-15,G,Virginia Commonwealth,A-10,14,35,18.1,0.446,0.3,0,14,6.5,29.6,5.2,0,0,11.4,9,132.5,93.4,0.1,0.1,0.2,3.6,2.4,6
J.R. Cadot\jr-cadot-1,SR,2011-12,G,Texas Christian,MWC,33,998,21.4,0.584,0.541,11.1,18.9,14.6,9.3,2.8,1.7,13.5,18.6,384,119.4,101.1,2.8,1.3,4,4.4,1.6,6
Raymond Cintron\raymond-cintron-1,SR,2012-13,G,Middle Tennessee,Sun Belt,33,709,17.1,0.632,0.612,1.4,10.4,5.8,13.5,1.4,0.7,13.6,18.7,243,122.3,93.5,2,1.4,3.4,5.8,0.1,6
Adrian Diaz\adrian-diaz-1,JR,2014-15,F,Florida International,CUSA,33,1033,23.8,0.603,0.603,12.7,13.2,13,10.6,1.7,11.3,19.3,22.8,424,109.2,96,2.2,1.9,4.2,1.1,4.9,6
Nemanja Djurisic\nemanja-djurisic-1,SR,2014-15,F,Georgia,SEC,33,991,16.8,0.559,0.529,7.6,12,9.9,11.5,1.4,1.8,15.8,20.7,348,108.5,100.1,1.8,1.5,3.3,3.6,2.4,6
Sam Dower\sam-dower-1,SR,2013-14,C,Gonzaga,WCC,34,898,25.8,0.628,0.58,9,21.3,15.7,8.6,1,2.7,12,25.4,452,123.6,97.4,3.2,1.8,5,3.4,2.6,6
Andre Drummond\andre-drummond-1,FR,2011-12,C,Connecticut,Big East,34,967,21.9,0.509,0.538,14.2,17,15.6,3.4,1.8,9.9,13.5,20.9,328,103.1,97.3,1.4,1.5,2.9,0.7,5.3,6
Treaven Duffy\treaven-duffy-1,FR,2013-14,G,Saint Mary's (CA),WCC,8,30,33.8,0.735,0.75,4.2,25.3,14.7,14.8,4.2,0,22.7,31.2,18,123.4,96.1,0.1,0.1,0.2,4.7,1.3,6
Daniel Edozie\daniel-edozie-1,SR,2014-15,F,Iowa State,Big 12,16,148,19.8,0.625,0.571,18.5,12.3,15.2,7,1.2,0.7,14.6,16.3,61,131.7,103.1,0.5,0.2,0.7,5.1,0.9,6
Jon Ekey\jon-ekey-1,SR,2013-14,F,Illinois,Big Ten,35,915,15.3,0.549,0.538,7.5,14.8,11.1,2.1,2.2,1.6,6.4,14.8,240,120,100,1.7,1.6,3.2,3.6,2.4,6
Jon Ekey\jon-ekey-1,FR,2010-11,F,Illinois State,MVC,31,667,15.8,0.495,0.477,5.7,17.1,11.5,12.9,2,9.3,16.3,14.2,151,101.9,96,0.6,1.2,1.8,-0.4,6.3,6
Ryan Evans\ryan-evans-1,JR,2011-12,G,Wisconsin,Big Ten,36,1098,19.8,0.498,0.455,7,22.1,14.4,12.8,1.6,3.2,12.5,24.4,395,104.2,88.3,1.9,2.7,4.7,0.6,5.4,6
Kentan Facey\kentan-facey-1,JR,2013-14,F,Connecticut,AAC,24,123,17.6,0.544,0.519,15.4,22.8,19.4,6.5,1,6.1,8.8,14.9,39,125.4,92,0.3,0.3,0.6,1.4,4.6,6
C.J. Fair\cj-fair-1,JR,2012-13,F,Syracuse,Big East,40,1394,20.4,0.542,0.502,6.6,16.6,11.4,4.4,1.9,3.8,10.5,21.7,515,113.5,91.5,3.4,2.9,6.4,2.6,3.4,6
Yogi Ferrell\kevin-ferrell-1,SO,2013-14,G,Indiana,Big Ten,32,1083,18.9,0.573,0.521,1,8.7,5,25.6,1.3,0.1,14.8,25.8,533,117.1,104.1,3.1,1.5,4.6,6,0,6
Jamaal Franklin\jamaal-franklin-1,FR,2010-11,G,San Diego State,MWC,21,171,19.4,0.571,0.573,10.6,16.7,13.7,11.1,1.5,3.1,18.8,21.1,64,109.6,92.8,0.4,0.4,0.7,2.9,3,6
Justas Furmanavicius\justas-furmanavicius-1,JR,2016-17,F,Mississippi,SEC,36,901,13.7,0.542,0.503,8.7,12.5,10.6,7.7,1.6,4.6,15.1,12.6,246,114.5,104.7,1.3,1.1,2.4,1.6,4.4,6
Langston Galloway\langston-galloway-1,FR,2010-11,G,Saint Joseph's,A-10,33,1132,21.2,0.548,0.496,4.8,14.1,9.5,19,3.1,1.7,9.4,20.4,419,117.3,106.5,3,0.9,4,5.6,0.4,6
Grant Gibbs\grant-gibbs-1,JR,2011-12,G,Creighton,MVC,35,1045,15.2,0.586,0.545,3.4,15.1,9.5,27.4,2.1,0.4,25.9,14.1,329,116.2,103.7,2.2,1.1,3.3,3.9,2,6
Shaq Goodwin\shaq-goodwin-1,JR,2014-15,F,Memphis,AAC,31,803,21.1,0.58,0.556,11.6,19.7,15.7,12.7,1.5,4.7,19.1,20.3,299,110.2,94.4,1.6,1.6,3.2,2.4,3.6,6
Olivier Hanlan\olivier-hanlan-1,JR,2014-15,G,Boston College,ACC,32,1204,22.2,0.553,0.519,2.6,11.5,7.1,29.1,2.1,0.1,13.1,30.1,608,109.3,106.3,3.3,1.1,4.4,6.4,-0.3,6
Nolan Hart\nolan-hart-1,SR,2013-14,G,Syracuse,ACC,4,4,0.9,0.127,0,29.2,31.1,30.1,41.8,0,0,0,53.7,2,63.8,97.6,0,0,0,5.9,0.1,6
Nigel Hayes\nigel-hayes-1,JR,2015-16,F,Wisconsin,Big Ten,35,1267,18.6,0.491,0.412,6.4,13.1,9.7,18.2,1.9,1.2,12.4,26.9,565,107,101.1,2.5,1.9,4.4,3,2.9,6
Anthony Hickey\anthony-hickey-1,SO,2012-13,G,Louisiana State,SEC,29,957,16.8,0.479,0.48,2.3,10.3,6,22.9,5.1,0.5,13,20,330,103.2,96.5,1.3,1.6,2.9,3.6,2.4,6
Jonathan Holmes\jonathan-holmes-2,FR,2011-12,F,Texas,Big 12,34,726,16.9,0.567,0.515,11.9,15.6,13.7,4.4,2,2.9,16.5,17.5,241,114.2,100.4,1.6,1,2.5,3,2.9,6
Emmitt Holt\emmitt-holt-1,JR,2016-17,F,Providence,Big East,32,879,20.1,0.585,0.56,7.4,15.6,11.6,8.3,1.5,3.1,11.6,23.1,367,113.7,99.1,2.1,1.5,3.6,2.9,3.1,6
Jon Horford\jon-horford-1,SR,2014-15,C,Florida,SEC,31,621,18.4,0.557,0.525,9.4,20.5,14.8,3.6,1,5.1,9.1,17.5,187,116.6,94.3,1.3,1.3,2.6,2,4,6
Danuel House\danuel-house-1,SR,2015-16,G,Texas A&M,SEC,36,1114,17.3,0.516,0.476,3.8,12.8,8.4,13.9,1,1.2,10.5,26.8,511,108.2,99.6,2.2,1.9,4.1,4,2,6
Prince Ibeh\prince-ibeh-1,JR,2015-16,C,Texas,Big 12,32,579,14.8,0.537,0.571,14,17.9,15.9,0.7,0.9,11.9,24.6,14.5,149,98.5,97.3,0.3,1.1,1.4,-1.8,7.8,6
Steven Idlet\steven-idlet-1,SR,2011-12,F,Tulsa,CUSA,31,754,23.8,0.597,0.534,10.3,17.9,14,13.1,1.3,4.4,15.1,23.1,329,119.1,97.5,2.5,1.2,3.8,3.6,2.5,6
Cameron Jackson\cameron-jackson-1,SO,2016-17,F,Wofford,Southern,33,689,29.2,0.603,0.589,13.2,20.4,16.8,17,3.6,4.9,15.6,30.6,395,113.8,100.4,2.2,1.1,3.3,2.4,3.6,6
Stefan Jankovic\stefan-jankovic-1,FR,2012-13,F,Missouri,SEC,25,197,15.9,0.524,0.46,7.7,13.5,10.6,8.2,1.8,3.7,9.9,20,74,118.8,98.5,0.5,0.3,0.8,4.1,1.9,6
Cory Jefferson\cory-jefferson-1,SR,2013-14,F,Baylor,Big 12,38,1103,23.8,0.553,0.519,11.6,21,16.4,7.4,0.8,4.7,9.8,24.2,487,119.9,102.7,3.3,1.6,4.9,3.4,2.5,6
Milton Jennings\milton-jennings-1,SR,2012-13,F,Clemson,ACC,29,854,17.7,0.515,0.488,4.9,23.4,13.7,14.9,2.2,3.9,16.6,22.1,288,101,93.3,1.1,1.7,2.8,1.9,4.1,6
Isaiah Johnson\isaiah-johnson-1,SR,2016-17,C,Akron,MAC,36,1076,27.8,0.623,0.625,11.5,16.6,14.1,21.2,0.9,3.2,14.9,26.9,613,123.1,105.4,4.5,1.2,5.7,4.6,1.4,6
Melvin Johnson\melvin-johnson-2,SR,2015-16,G,Virginia Commonwealth,A-10,36,1134,20.1,0.544,0.52,2,7.7,4.7,13.8,2.3,0.2,8.6,27,554,113.9,101.4,3,1.7,4.7,5.7,0.3,6
Peter Jok\peter-jok-1,SR,2016-17,G,Iowa,Big Ten,32,983,23,0.581,0.516,3.4,15.6,9.6,17.5,1.9,0.3,12.9,30.2,572,114.7,105.7,3.1,1.1,4.2,6.5,-0.4,6
Matt Jones\matt-jones-3,JR,2015-16,G,Duke,ACC,35,1113,13.9,0.551,0.533,3.6,5.1,4.4,12.5,1.9,0.6,10.6,16.5,360,118.8,110.9,2.3,0.7,3,5,1.1,6
Shawn Jones\shawn-jones-1,SR,2013-14,F,Middle Tennessee,CUSA,33,930,28,0.604,0.577,12.6,22.5,17.6,5.2,2,7.7,11,24,428,122,89.2,3,2.5,5.6,1.7,4.3,6
Will Kelly\will-kelly-1,SR,2015-16,F,Navy,Patriot,33,889,21.7,0.609,0.62,8.1,17.6,12.9,10.5,1.3,13.1,19.3,20.8,322,108.2,93.5,1.5,2,3.5,-1.3,7.3,6
Damion Lee\damion-lee-1,FR,2011-12,G,Drexel,CAA,36,1042,20.3,0.591,0.554,4.3,15.3,9.7,14.2,1.9,1.3,14.1,22.8,392,115.7,93.6,2.9,2.1,5,4.8,1.1,6
Rob Loe\rob-loe-1,SO,2011-12,F,Saint Louis,A-10,34,554,15.2,0.54,0.53,6.1,18.8,12,7.9,1.7,3.4,14.6,18.9,165,105.3,91.5,0.8,1.2,2,2.2,3.8,6
Derrick Marks\derrick-marks-1,SO,2012-13,G,Boise State,MWC,31,934,24,0.567,0.496,2.7,14.9,8.4,28.4,3.6,1.9,19.2,30.8,510,108.1,96.9,2.7,1.5,4.2,3.3,2.7,6
Zeke Marshall\zeke-marshall-1,JR,2011-12,C,Akron,MAC,34,887,22.1,0.591,0.542,9.3,16,12.6,6.4,1,10.9,15.6,20.1,336,115.1,96.6,2.2,1.5,3.7,0.5,5.5,6
Alonzo Nelson-Ododa\alonzo-nelson-ododa-1,JR,2014-15,F,Richmond,A-10,27,625,18.7,0.565,0.492,6.1,21,13.9,9.8,1.7,7.9,16.4,17.7,186,109.2,92.2,1,1.4,2.4,0,6.1,6
Norense Odiase\norense-odiase-1,JR,2016-17,C,Texas Tech,Big 12,3,19,24.8,0.5,0.5,6.9,13.5,10.2,24.4,3.2,0,0,22.5,8,121.6,100.3,0.1,0,0.1,4.2,1.8,6
Alex Olah\alex-olah-1,SR,2015-16,C,Northwestern,Big Ten,26,623,23.3,0.57,0.543,6.7,19.9,13.4,12.3,0.5,6.7,10.7,24.9,269,114.7,98.4,1.6,1.1,2.7,1.8,4.2,6
Keiton Page\keiton-page-1,SR,2011-12,G,Oklahoma State,Big 12,32,1139,20,0.595,0.546,0.2,5.9,3,15,2.5,0,10,24.1,488,116,107.1,3.4,0.8,4.2,7.8,-1.8,6
Terell Parks\terell-parks-1,SR,2012-13,F,Western Illinois,Summit,26,817,27.2,0.55,0.569,12.4,29.8,21.4,14.1,2.1,9.6,14.3,26.1,326,106.3,82.2,1.8,2.5,4.3,-0.7,6.7,6
Dyshawn Pierre\dyshawn-pierre-1,JR,2014-15,F,Dayton,A-10,36,1202,19.7,0.546,0.516,8.3,21.4,15.2,20.2,1.1,1.4,14.7,22.9,487,109.4,94.9,2.6,2.4,5,2.9,3.1,6
Dyshawn Pierre\dyshawn-pierre-1,FR,2012-13,F,Dayton,A-10,31,845,17.3,0.622,0.603,8.1,16.3,12.1,14.5,0.9,0.9,18.9,16.5,281,118.8,103,2.1,0.9,3,4.7,1.3,6
Dyshawn Pierre\dyshawn-pierre-1,SR,2015-16,F,Dayton,A-10,22,731,18.6,0.565,0.507,8.6,19.5,14.3,13.7,1,0.6,13.4,19.8,286,115.8,97,1.7,1.4,3.1,3.3,2.6,6
JayVaughn Pinkston\jayvaughn-pinkston-1,SO,2012-13,F,Villanova,Big East,34,889,21.4,0.556,0.481,8.4,15.4,11.8,17.4,2.2,2.2,17.4,28.3,440,107.1,96.6,2.2,1.5,3.7,3.4,2.6,6
JayVaughn Pinkston\jayvaughn-pinkston-1,SR,2014-15,F,Villanova,Big East,36,933,18.9,0.557,0.453,9.5,15.3,12.6,8.4,1.9,3.4,16,21.4,363,113.6,93.8,2.3,2,4.2,1.3,4.7,6
Payton Pritchard\payton-pritchard-1,FR,2016-17,G,Oregon,Pac-12,39,1105,13.3,0.526,0.496,2.6,10.7,6.9,20.8,2.4,0.3,16.9,15.1,336,112.8,98.9,1.8,1.9,3.7,3.2,2.8,6
Danjel Purifoy\danjel-purifoy-1,FR,2016-17,F,Auburn,SEC,29,831,16.7,0.58,0.518,3.6,13.9,8.7,11.1,2.6,0.6,13.5,18.4,320,116.3,105.9,1.8,0.9,2.6,4.8,1.3,6
Corey Raji\corey-raji-1,SR,2010-11,F,Boston College,ACC,32,891,23.3,0.574,0.549,12,17.2,14.7,12.2,1.2,0.7,8.4,22.5,385,124.2,109.1,3.3,0.5,3.8,6.7,-0.7,6
Xavier Rathan-Mayes\xavier-rathan-mayes-1,JR,2016-17,G,Florida State,ACC,35,969,17,0.526,0.52,2.6,10,6.4,28.8,1.9,0.4,15.6,20.4,416,112.2,104.2,2,1.2,3.2,4.5,1.5,6
Laurent Rivard\laurent-rivard-1,SO,2011-12,G,Harvard,Ivy,31,801,19,0.635,0.606,3.4,10.5,7.1,7.7,1.6,0.5,10.6,19.8,268,123.4,96.6,2.4,1.4,3.8,6.3,-0.2,6
Angel Rodriguez\angel-rodriguez-1,JR,2014-15,G,Miami (FL),ACC,32,906,18,0.479,0.411,1.9,7.8,4.9,31.1,4.2,1.1,15.7,29,404,100.3,98.3,1.3,1.5,2.8,3.6,2.4,6
Charles Rushman\charles-rushman-1,SO,2014-15,G,Nevada-Las Vegas,MWC,5,16,28.7,0.672,0.6,0,6.5,3.5,29.9,3.8,0,0,20,8,152.8,98.9,0.1,0,0.1,8.1,-2.1,6
Shavon Shields\shavon-shields-1,SR,2015-16,G,Nebraska,Big Ten,30,921,23.7,0.553,0.506,4.9,14.9,9.8,19.4,2.5,1.2,13.7,29.3,485,111,103.1,2.4,1.2,3.7,4.4,1.6,6
Aaron Short\aaron-short-1,JR,2012-13,F,Pacific,Big West,1,7,22.1,1,1,17.8,0,9.3,0,9,0,50,15.7,2,92.7,93,0,0,0,2.5,3.5,6
Jordan Sibert\jordan-sibert-1,JR,2013-14,G,Dayton,A-10,37,963,19,0.606,0.584,1.8,8.8,5.3,12,1.9,0.5,11,22.7,393,120.7,105.4,2.7,1.2,3.9,6.2,-0.3,6
Peyton Siva\peyton-siva-1,SO,2010-11,G,Louisville,Big East,35,975,17.9,0.54,0.494,1.4,11,6.3,34,4.2,0.7,23.9,21.6,398,104.9,93,1.7,2,3.7,2.5,3.5,6
Jarquez Smith\jarquez-smith-1,SR,2016-17,F,Florida State,ACC,35,460,15.2,0.559,0.535,8.5,15.2,12,6.1,1,6.9,15.4,16.7,154,111.4,100.3,0.7,0.7,1.5,0.9,5.1,6
Scoochie Smith\scoochie-smith-1,JR,2015-16,G,Dayton,A-10,33,1030,17.6,0.558,0.523,2,10.2,6.3,27.3,2.4,0.5,15.6,20.3,408,112.8,97.7,2.2,1.9,4.1,3.8,2.2,6
Quentin Snider\quentin-snider-1,JR,2016-17,G,Louisville,ACC,28,877,16.1,0.51,0.478,2.8,6.7,4.7,23.3,1.1,0,11,21.3,361,115.5,103.5,2.1,1.1,3.3,5.3,0.7,6
Richard Solomon\richard-solomon-1,SR,2013-14,F,University of California,Pac-12,30,875,21.6,0.547,0.543,11.3,28.4,20.1,8.8,2.3,4.4,15.2,21.2,334,107.9,95.2,1.4,1.9,3.3,0.8,5.2,6
Kaleb Tarczewski\kaleb-tarczewski-1,JR,2014-15,C,Arizona,Pac-12,38,988,16.7,0.614,0.572,8,16.6,12.5,2.4,1,2.5,15.6,17.8,330,117,92.4,2.2,2.2,4.4,2.3,3.7,6
Ricky Tarrant\ricky-tarrant-1,JR,2014-15,G,Alabama,SEC,19,491,22.3,0.577,0.5,1.3,8.6,5.1,18.7,3.5,0,13.7,27.9,233,114.2,102,1.5,0.6,2.2,6.5,-0.5,6
Jae'Sean Tate\jaesean-tate-1,SO,2015-16,F,Ohio State,Big Ten,28,813,19.4,0.548,0.548,7.7,16.1,12,11.5,2.5,1.2,13.1,21.6,318,109.1,97.8,1.5,1.5,3,2.9,3.1,6
Tyshawn Taylor\tyshawn-taylor-1,SR,2011-12,G,Kansas,Big 12,39,1303,19.8,0.569,0.538,0.7,7.5,4.2,29.7,2.4,0.5,19.5,27.5,635,106.9,97.7,3.1,2.1,5.2,5,1,6
Mading Thok\mading-thok-1,SO,2014-15,C,Ball State,MAC,4,23,35.6,0.651,0.667,26.6,22.5,24.6,11.7,0,5.1,8.5,27.6,14,138.9,104.5,0.2,0,0.2,7.5,-1.5,6
Hollis Thompson\hollis-thompson-1,JR,2011-12,F,Georgetown,Big East,33,1025,19.1,0.568,0.551,5.5,16.5,11.2,10.5,1.4,1.7,12.9,22.5,381,113.2,94.7,2.5,1.9,4.5,4,2,6
Mark Tollefsen\mark-tollefsen-1,SO,2013-14,F,San Francisco,WCC,33,950,18.6,0.631,0.606,5.7,10.5,8.1,11.9,0.9,3.6,10.2,16.7,329,130.2,109.1,2.8,0.8,3.6,4.6,1.3,6
Brandon Triche\brandon-triche-1,SR,2012-13,G,Syracuse,Big East,40,1348,17,0.518,0.471,4.7,7.1,5.9,21.9,2.3,0.5,17.2,23.7,549,106.3,97.3,2.8,2.1,4.9,4.5,1.5,6
Cliff Tucker\cliff-tucker-1,SR,2010-11,G,Maryland,ACC,33,785,16,0.523,0.504,3.7,11.8,7.9,16.2,2,1.4,14.9,21.4,299,104.9,96.4,1.2,1.4,2.6,2.9,3.1,6
Reggie Upshaw\reggie-upshaw-1,JR,2015-16,F,Middle Tennessee,CUSA,35,1091,22.8,0.531,0.534,10.5,20.4,15.4,14.6,2.7,3,12.4,23.9,495,110.2,95.7,2.3,2.2,4.6,2.2,3.8,6
Maurice Walker\maurice-walker-1,JR,2013-14,F,Minnesota,Big Ten,32,592,21.5,0.597,0.565,11.2,18,14.7,10.4,2.5,6,18.3,23.2,245,111.3,100.3,1.2,1,2.2,1.6,4.4,6
Maalik Wayns\maalik-wayns-1,JR,2011-12,G,Villanova,Big East,29,975,21.1,0.547,0.472,1.7,12,6.6,32.5,1.7,0.1,15.7,27.9,503,112.7,107.6,3.1,0.6,3.7,6.5,-0.5,6
Jordan Wilds\jordan-wilds-1,SO,2010-11,G,Kent State,MAC,5,6,23.5,0.526,,18.4,18.4,18.4,0,9.9,0,0,7.9,1,143.7,79.8,0,0,0,2.3,3.8,6
Coron Williams\coron-williams-1,SR,2013-14,G,Wake Forest,ACC,33,833,17.7,0.626,0.608,2,7.4,4.8,10.1,1.6,0.4,3.6,17.3,282,132,109.9,2.4,0.7,3.1,6.6,-0.6,6
James Woodard\james-woodard-1,SO,2013-14,G,Tulsa,CUSA,34,1101,20.9,0.581,0.526,5.4,15,10.2,11.8,1.7,0.6,9.2,22.9,494,121.2,99.9,3.3,1.9,5.2,5.2,0.8,6
Kameron Woods\kameron-woods-1,SO,2012-13,F,Butler,A-10,36,613,17.7,0.575,0.551,9.8,27,18.3,9.2,2.1,4.2,21.6,15.4,170,107.9,93.4,0.9,1.2,2.1,0.4,5.6,6
Cameron Woodyard\cameron-woodyard-1,FR,2016-17,G,Loyola (IL),MVC,4,9,25.1,0.333,0.333,0,41.5,21.3,25.7,6.6,12.7,0,36.3,4,79.3,74,0,0,0,-6.4,12.4,6
James Young\james-young-1,FR,2013-14,G,Kentucky,SEC,40,1296,16.6,0.536,0.498,3.7,11,7.5,10.8,1.4,0.6,12.3,23.4,527,114.8,104.3,3,1.7,4.7,5.2,0.8,6
Quincy Acy\quincy-acy-1,JR,2010-11,F,Baylor,Big 12,31,960,21.8,0.578,0.535,11.5,18.4,15.1,6.3,1.8,5.3,16.3,21.2,376,113.2,93.9,2.3,1.9,4.2,2,3.9,5.9
Roderick Bobbitt\roderick-bobbitt-1,SR,2015-16,G,Hawaii,Big West,33,1125,18,0.539,0.468,3.7,10.6,7.2,29.5,3.4,0.6,18.6,21.5,488,110.5,94.1,2.3,2.5,4.7,3.3,2.5,5.9
Nathan Boothe\nathan-boothe-1,SR,2015-16,C,Toledo,MAC,32,1007,26.9,0.567,0.53,7,25.5,16.4,23.9,1.2,3.5,11.5,30.5,595,114.5,98.7,3.3,1.8,5,3.3,2.6,5.9
Elijah Brown\elijah-brown-1,SO,2015-16,G,New Mexico,MWC,32,1077,23.4,0.604,0.526,2.6,15.2,9.4,20.2,1.8,0.2,15.8,30.8,648,115.1,103.4,3.5,1.4,4.9,6.7,-0.7,5.9
Kory Brown\kory-brown-1,SO,2013-14,G,North Dakota State,Summit,33,899,17.6,0.631,0.589,8.7,11.5,10.2,10.7,2.6,3.3,14.1,12.9,261,131.3,103.2,2.3,1.3,3.6,3.6,2.3,5.9
Glenn Bryant\glenn-bryant-1,SO,2010-11,F,Arkansas,SEC,31,399,20.7,0.543,0.515,8.8,17.3,13.1,3.7,1.9,12.3,12,17,123,110.6,91.9,0.7,0.9,1.6,-0.6,6.5,5.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Rakeem Buckles\rakeem-buckles-1,SO,2010-11,F,Louisville,Big East,16,301,17.8,0.564,0.549,13.7,22.7,18.3,14.9,2.5,1.5,27.3,21.9,116,99.2,89.8,0.3,0.7,1.1,1.5,4.4,5.9
Deonte Burton\deonte-burton-2,FR,2013-14,G,Marquette,Big East,32,402,23.5,0.518,0.489,9.5,10.8,10.2,10.9,5.3,4.1,11.6,31,198,104.1,94.2,0.7,0.9,1.6,1.6,4.3,5.9
Kenny Chery\kenny-chery-1,SR,2014-15,G,Baylor,Big 12,29,940,15.2,0.517,0.473,1.7,9.3,5.6,26.4,2.7,0,19.4,21.6,334,106.8,99,1.6,1.5,3.1,3.9,2,5.9
Marquese Chriss\marquese-chriss-1,FR,2015-16,F,Washington,Pac-12,34,848,21.7,0.585,0.561,9.8,11.6,10.7,6.3,1.9,5.8,14.7,24.1,428,112,102.2,1.9,1.2,3.1,2.8,3.1,5.9
Manroop Clair\manroop-clair-1,SR,2016-17,G,Seattle,WAC,3,21,19.8,0.455,0.455,5.7,36,21.7,48.6,2.7,0,15.4,32.2,11,93.6,89.4,0,0.1,0.1,3.2,2.8,5.9
Gian Clavell\gian-clavell-1,SR,2015-16,G,Colorado State,MWC,10,369,24.8,0.591,0.548,5.2,15.8,10.3,18.7,1.3,1.5,9.7,25.9,194,124.1,109.3,1.4,0.3,1.7,6.5,-0.6,5.9
Ryan Cline\ryan-cline-1,SO,2016-17,G,Purdue,Big Ten,31,663,10.6,0.603,0.593,1,9.4,5.5,12.4,0.9,0.5,13.6,12.2,159,118.1,102,1,1,1.9,3.5,2.4,5.9
Kyle Davis\kyle-davis-3,JR,2015-16,G,Dayton,A-10,33,858,15.2,0.586,0.555,2,12.8,7.7,15.7,2.8,1,16.1,15.9,259,112.5,95.3,1.4,1.8,3.1,2,4,5.9
Deshawn Delaney\deshawn-delaney-1,SR,2014-15,G,New Mexico,MWC,30,871,21.7,0.549,0.524,6.8,15.8,11.4,17.6,2.9,2.8,13.8,23.5,333,109.4,94.9,1.9,1.7,3.6,2.8,3.1,5.9
Kellen Dunham\kellen-dunham-1,JR,2014-15,G,Butler,Big East,34,1153,19,0.586,0.525,1.8,7.4,4.6,6.1,1,0.1,9.6,24.2,482,120.4,101.1,3.7,1.6,5.3,5.5,0.4,5.9
Dominique Dunning\dominique-dunning-1,FR,2011-12,G,New Mexico,MWC,20,119,13.6,0.513,0.521,6.2,10.1,8.2,11.3,4.6,2.9,19.8,15.3,30,98.6,86.6,0.1,0.3,0.4,-0.2,6.1,5.9
Javan Felix\javan-felix-1,JR,2015-16,G,Texas,Big 12,33,888,15.9,0.543,0.507,1.9,5.6,3.7,17.2,1.8,0,10,20.9,336,114,107.3,1.9,0.8,2.8,4.9,1,5.9
Gary Flowers\gary-flowers-1,SR,2010-11,F,Southern Mississippi,CUSA,31,965,27.9,0.558,0.53,9.4,19.4,14.4,8.2,2.1,5.4,12.7,31.1,522,113.9,94.9,3.3,1.9,5.2,4,1.9,5.9
Nana Foulland\nana-fouland-1,JR,2016-17,C,Bucknell,Patriot,34,938,27.3,0.622,0.63,10.2,22.4,16.6,9.6,1.6,7.8,14.7,25.9,476,115.8,92,2.7,2.2,5,1.4,4.5,5.9
Austin Freeman\austin-freeman-1,SR,2010-11,G,Georgetown,Big East,32,1082,22.3,0.587,0.548,2.6,10.3,6.7,16.3,1.3,0.5,10.1,26.4,504,120.2,107.2,3.9,0.8,4.7,6.4,-0.4,5.9
Jack Gibbs\jack-gibbs-1,JR,2015-16,G,Davidson,A-10,31,1099,24.9,0.556,0.504,2.7,9.9,6.3,30.5,2.9,0.2,13.3,34,712,110.2,109.5,3.3,0.8,4.1,6.8,-0.9,5.9
Admon Gilder\admon-gilder-1,SO,2016-17,G,Texas A&M,SEC,31,1073,17.6,0.548,0.515,3.5,8.8,6.2,21.8,3.3,0.9,17.6,22,421,108.9,102.8,2,1.5,3.4,3.8,2.1,5.9
Sean Goodwin\sean-goodwin-1,JR,2014-15,F,Sam Houston State,Southland,17,87,25.2,0.679,0.667,14.1,15.1,14.6,21.4,2,0,11.3,15.1,36,146.3,89.5,0.4,0.2,0.6,4.4,1.6,5.9
Shaq Goodwin\shaq-goodwin-1,SR,2015-16,F,Memphis,AAC,33,976,22,0.549,0.484,8,18,13,10.6,1.8,6.1,12.9,24,460,111.3,93.3,2.1,2.2,4.3,1.2,4.7,5.9
Erick Green\erick-green-1,JR,2011-12,G,Virginia Tech,ACC,31,1071,21.3,0.542,0.492,2,10.1,5.9,20.1,2.4,0.4,9.4,24.7,454,115.7,101.5,3.3,1.3,4.6,5.4,0.5,5.9
John Hart\john-hart-1,SO,2010-11,G,Purdue,Big Ten,20,201,14.3,0.494,0.487,4.6,6.9,5.8,12.9,3.6,0.5,11.5,22.4,70,101.7,94.4,0.2,0.4,0.6,3.6,2.3,5.9
Garrett Jackson\garrett-jackson-1,SR,2014-15,F,Saint Mary's (CA),WCC,31,680,21,0.602,0.577,11.2,13.5,12.4,13,1.5,2,13.5,20.4,258,121.4,102.3,2.1,0.9,2.9,4.4,1.6,5.9
Jordair Jett\jordair-jett-1,SO,2011-12,G,Saint Louis,A-10,34,754,16.2,0.517,0.479,4,13.4,8.4,19.1,3.3,1.2,17.8,18.7,236,104.3,91.5,1.1,1.6,2.7,0.9,5,5.9
Darius Johnson-Odom\darius-johnson-odom-1,SR,2011-12,G,Marquette,Big East,34,1120,20.1,0.568,0.529,2.3,10.1,6.1,17.7,1.6,0.4,12.7,27.2,551,111.9,99.9,3.1,1.5,4.7,5.7,0.2,5.9
