Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Matt Cline\matt-cline-1,,2010-11,,South Alabama,Sun Belt,1,1,327.4,1.5,1.5,0,0,0,0,0,0,0,97,5,300,117,0.1,0,0.1,100,-31.1,100
Jake Drum\jake-drum-1,SR,2011-12,F,Auburn,SEC,2,1,181.7,1.053,,0,0,0,0,61.6,0,0,50.2,2,250,-28,0,0,0,64.2,43.1,100
Levan Shengelia\levan-shengelia-1,FR,2010-11,F,Rhode Island,A-10,1,1,62.6,,,0,0,0,0,59.8,0,,0,0,0,-18.8,0,0,0,15.5,55.1,70.6
Trey Ford\trey-ford-1,FR,2015-16,G,Appalachian State,Sun Belt,1,1,141.7,1.5,1.5,0,0,0,0,0,0,0,47.9,3,300,114.4,0.1,0,0.1,76.4,-15.7,60.6
T'ziah Wood-Smith\tziah-wood-smith-1,SO,2012-13,G,Quinnipiac,NEC,3,4,66.4,0.333,0.333,26.4,64,43.4,66.9,29.6,0,0,36,3,109.8,25.9,0,0,0,24.8,34.2,59.1
Rashawn King\rashawn-king-1,FR,2012-13,G,North Carolina Central,MEAC,3,3,19.7,0.25,0.25,45.6,43,44.3,100,0,41.4,20,89.7,3,66.4,65.8,0,0,0,9,49.6,58.7
Hans Christian Lauer\hans-christian-lauer-1,JR,2015-16,F,Illinois-Chicago,Horizon,1,2,129.6,1.026,1,0,0,0,0,27.5,0,0,45.3,3,230.8,56.9,0,0,0.1,42.4,11.8,54.2
Taylor Trevisan\taylor-trevisan-1,SO,2010-11,G,Saint Joseph's,A-10,4,5,71.6,0.571,0.5,70.4,23.3,46.8,55.5,0,0,0,47.5,7,150.9,107.8,0.1,0,0.1,46.7,3.7,50.3
Lamar Bradbury\lamar-bradbury-1,JR,2011-12,F,Charlotte,A-10,1,1,181.2,1.5,1.5,0,100,58,0,0,0,0,50.1,3,300,60.4,0.1,0,0.1,70,-20.5,49.5
Troy Thomas\troy-thomas-1,FR,2012-13,G,Delaware,CAA,2,2,90.2,1.053,,0,0,0,0,30,0,0,24.3,2,250,48.8,0,0,0,29.6,18.6,48.3
Jared Harper\jared-harper-1,SO,2015-16,G,Fairfield,MAAC,3,1,74.9,,,0,100,54.1,0,55.4,0,,0,0,0,-56,0,0,0,2.6,45.5,48.1
Peyton Robbins\peyton-robbins-1,JR,2014-15,G,East Carolina,AAC,1,1,128.1,0.5,0.5,0,0,0,0,63.4,0,0,100,2,114.6,-23.7,0,0,0,18,30,48
Paddy Quinn\paddy-quinn-1,FR,2012-13,G,Columbia,Ivy,2,2,91.4,1,1,0,0,0,0,32.6,0,0,28.4,1,200,39.3,0,0,0,27.1,20.5,47.6
Lance Bailey\lance-bailey-1,FR,2010-11,G,Cal State Bakersfield,Ind,1,1,58.4,0,0,0,0,0,100,57.4,0,0,48.6,0,54,-3.8,0,0,0,5.2,41.6,46.8
Billy Kidd\billy-kidd-1,FR,2010-11,F,Delaware,CAA,1,1,7,0,0,100,0,59.1,100,0,0,0,55.2,1,89.8,106.4,0,0,0,23.6,22.3,45.9
Chris Barnum\chris-barnum-1,FR,2010-11,G,Stanford,Pac-10,1,2,53.9,,,59.6,0,30.2,0,30.4,0,,0,1,217.7,42.2,0,0,0,19.4,24.5,43.9
Jefkins Agyeman-Budu\jefkin-agyeman-budu-1,SO,2015-16,G,Grambling,SWAC,2,1,45.4,,,0,0,0,0,0,100,,0,0,0,57,0,0,0,-13.9,57.2,43.3
Rich Piekarski\rich-piekarski-1,FR,2011-12,G,Duquesne,A-10,1,1,80.8,0,0,100,0,61.2,100,0,0,0,50.3,2,115.2,118,0,0,0,23.5,19.6,43.1
Albert Nassar\albert-nassar-1,SO,2012-13,F,Syracuse,Big East,5,3,79.1,1.5,1.5,0,40.3,19.3,0,20.5,0,0,16.8,1,300,33.9,0,0,0,31.3,11.7,43
Desmond Maxwell\desmond-maxwell-1,FR,2013-14,G,San Diego State,MWC,4,9,51.4,0.571,0.571,0,38.2,19,82.7,0,12.4,0,40.4,8,145.3,78.9,0.1,0,0.1,27.6,14.8,42.4
Tre Hawkins\tre-hawkins-1,FR,2014-15,G,Miami (OH),MAC,1,1,106.3,,,0,0,0,100,61.1,0,,0,1,225.3,-20.3,0,0,0,12.9,27.8,40.8
Ky Feldman\ky-feldman-1,FR,2015-16,G,Syracuse,ACC,2,2,94.6,1,1,0,55.3,27.9,0,30.8,0,0,26.1,1,200,15.1,0,0,0,19.9,19.5,39.3
Justin Earls\justin-earls-1,SO,2015-16,F,Eastern Illinois,OVC,2,6,64.1,0.69,1,37.1,0,18.8,36.3,9.8,18.7,0,24.8,5,167.4,86.9,0.1,0,0.1,22.2,16.8,39
Spenser Dalton\spenser-dalton-1,JR,2014-15,G,North Carolina,ACC,2,2,30.2,,,0,0,0,0,28.9,0,,0,0,0,48.2,0,0,0,8.9,29.2,38.1
Brendan McNulty\brendan-mcnulty-1,SO,2010-11,G,Delaware,CAA,4,3,82.3,0.75,0.75,40.4,0,19.7,0,21.2,0,0,36.8,2,149.1,70.7,0,0,0,34.9,3.3,38.1
Niksha Federico\niksha-federico-1,FR,2013-14,F,San Diego State,MWC,4,10,64.9,0.917,0.917,11.3,22.9,17.1,49.5,0,0,0,31.2,8,186.8,91.9,0.1,0,0.1,36.5,1.2,37.6
Jaylan Ballou\jaylan-ballou-1,FR,2016-17,G,Nevada-Las Vegas,MWC,4,5,51.9,0.404,0.5,41,0,21.4,100,11.4,0,0,24.3,4,131.7,91.5,0,0,0,25.9,11.6,37.5
Kirkland Humphrey\kirkland-humphrey-1,FR,2015-16,G,Eastern Kentucky,OVC,2,2,75.5,1,1,0,0,0,0,27.3,0,0,24.3,1,200,58.7,0,0,0,21,15.7,36.7
Joe Schwartz\joe-schwartz-1,SR,2014-15,G,Texas,Big 12,1,2,88.2,1.5,1.5,0,0,0,0,0,0,0,26.5,1,300,109.6,0,0,0,43.8,-7.4,36.4
Joel King\joel-king-1,JR,2013-14,G,Portland State,Big Sky,5,7,60.1,0.5,0.5,54.3,36.5,45.4,43.8,0,30.4,0,30.8,6,137.5,89.1,0.1,0,0.1,15.9,19.6,35.5
Andrew Papenfus\andrew-papenfus-1,SR,2014-15,F,Santa Clara,WCC,3,10,50,0.42,0.3,12.3,25.7,18.9,22.1,26.1,0,0,33.8,5,113.3,50.5,0,0.1,0.1,16.4,18.8,35.2
EJ Floreal\ej-floreal-1,FR,2013-14,G,Kentucky,SEC,3,4,53.6,1,1,0,27.4,14.2,0,15.2,25.5,0,12.5,1,200,51.5,0,0,0,9.6,25,34.6
Rob Cross\rob-cross-1,,2013-14,,Vanderbilt,SEC,2,2,66.4,,,100,0,57.1,90.7,0,0,,0,2,220.5,114.2,0,0,0,30.4,3.1,33.5
Christian Johnston\christian-johnston-1,SO,2013-14,G,Duquesne,A-10,2,2,30.4,,,0,0,0,0,29.3,0,,0,0,0,52.9,0,0,0,5.7,26.1,31.8
John McCarty\john-mccarty-1,FR,2014-15,F,Central Michigan,MAC,1,4,54.7,1,1,59.5,0,29.8,61,0,0,0,13.1,4,216.1,113.1,0.1,0,0.1,31.4,-0.8,30.6
Michael Volovic\michael-volovic-1,FR,2013-14,G,Butler,Big East,4,10,56.2,0.741,0.75,0,25,12,52.1,0,0,0,39.8,8,152.6,103.5,0.1,0,0.1,29.4,0.1,29.5
Justin Dueck\justin-dueck-1,FR,2012-13,F,UC-Davis,Big West,2,3,40.8,0,0,43.5,39.8,41.6,53.1,19.8,0,0,17.7,1,98.5,56.3,0,0,0,8.6,20.5,29.1
Aidan Hadley\aidan-hadley-1,SO,2013-14,G,Stetson,A-Sun,2,2,32.4,,,0,0,0,0,31.2,0,,0,0,0,54.6,0,0,0,3.3,25.9,29.1
Jernard Jarreau\jernard-jarreau-1,SO,2013-14,F,Washington,Pac-12,1,2,45.9,0.526,,0,0,0,0,29.1,0,0,23.9,1,122.1,56.2,0,0,0,9.3,19.8,29.1
Steven Cruz\steven-cruz-1,FR,2010-11,G,Siena,MAAC,2,2,83,1.5,1.5,0,0,0,0,0,0,0,24.3,1,300,114.6,0,0,0,38.6,-9.6,29
Eric Moreland\eric-moreland-1,FR,2010-11,F,Oregon State,Pac-10,4,12,33.7,0.226,0.333,37,10.1,24.2,16.3,9.5,31.1,0,17.9,4,92.7,78.1,0,0,0,3.9,24.8,28.6
Trevor Bohnhoff\trevor-bohnhoff-1,FR,2012-13,F,Michigan State,Big Ten,4,3,48.4,0.526,,41.5,0,20.6,0,20.6,0,0,16.6,1,144.4,61,0,0,0,16,12.3,28.3
Andrew Dick\andrew-dick-1,SR,2012-13,G,Texas,Big 12,4,5,21.4,,,0,0,0,0,24,0,,0,0,0,56.6,0,0,0,4.2,24.1,28.3
Mark Noble\mark-noble-1,SR,2016-17,G,Akron,MAC,4,6,35.2,1,1,0,0,0,0,29.4,0,50,17.1,1,73.6,49.2,0,0,0,5.2,23,28.2
Spence Purnell\spence-purnell-1,SO,2010-11,G,Stetson,A-Sun,1,2,26.8,0.339,0,0,0,0,89.8,0,0,0,75.4,2,104.7,116.7,0,0,0,34.4,-6.3,28.1
Patrick Crowley\patrick-crowley-1,SR,2013-14,G,Notre Dame,ACC,2,2,84.7,0.5,0.5,61,0,30.7,0,31.2,0,0,53.6,2,122,49.7,0,0,0,19.5,8.3,27.8
J.C. Kennedy\jc-kennedy-1,SO,2015-16,F,Weber State,Big Sky,4,8,64.8,1.013,1,0,0,0,32.1,7.3,11.5,0,25.6,6,211.7,83.1,0.1,0,0.1,25.5,1.9,27.4
Will Townsville\will-townsville-1,JR,2011-12,G,Delaware,CAA,6,4,82.1,0.833,0.833,28.9,27.4,28.1,0,14.9,0,0,38.8,3,160.1,62.7,0,0,0.1,30.5,-3.2,27.3
Spencer Jennings\spencer-jennings-1,SR,2012-13,G,Wake Forest,ACC,8,10,42.7,0.483,0.5,0,25.7,12.3,35.9,17.3,0,9.7,52.5,8,95,65.7,0,0,0.1,14.7,12.4,27.1
A.J. Rutter\aj-rutter-1,SO,2015-16,G,Drake,MVC,1,3,80.2,1.25,1.25,0,0,0,0,0,0,0,36,5,250,114.8,0.1,0,0.1,39,-11.9,27.1
Sam Burkart\sam-burkart-1,FR,2016-17,G,Milwaukee,Horizon,2,2,23.8,,,0,0,0,0,0,61.7,,0,0,0,81.8,0,0,0,-9.4,35.8,26.4
David Georgiev\david-georgiev-1,FR,2016-17,F,Georgia Southern,Sun Belt,5,8,43.1,0.633,0.833,13.5,27.1,20.3,65,0,14.3,0,24.6,6,153.8,96.1,0.1,0,0.1,18.6,7.6,26.1
Aaron Tyser\aaron-tyser-1,SO,2013-14,G,Wyoming,MWC,10,13,54.1,0.929,0.929,0,63.8,35.3,49.4,0,0,22.2,42,7,111.7,81.8,0,0,0.1,20.6,5.3,25.9
Joshua White\joshua-white-1,SO,2014-15,G,South Dakota State,Summit,2,7,41.7,0.5,0.5,17.2,31.5,24.7,43.4,8.6,15.5,16.7,45,5,100.2,67.4,0,0,0,7.1,18.2,25.3
Jordan Borucki\jordan-borucki-1,SO,2010-11,G,American,Patriot,5,6,99.3,0.909,1,21.7,0,10.5,0,10.8,0,0,46.6,9,188.6,88.6,0.1,0,0.2,30.4,-5.2,25.2
Lyles Davis\lyles-davis-1,SO,2016-17,G,Clemson,ACC,4,8,41.9,0.513,1,0,59.2,29,47,14.8,0,0,12.4,3,130.6,60.1,0,0,0.1,7.8,17.3,25.1
Nick Parker\nick-parker-1,JR,2016-17,G,Campbell,Big South,7,16,44.8,0.667,0.667,15.6,7.3,11.3,84,7.4,0,10,33.1,14,142.8,95.1,0.1,0,0.2,23.4,1.7,25.1
Harrison Brown\harrison-brown-2,SO,2016-17,G,Rice,CUSA,1,1,121.1,1,1,100,0,55.6,0,0,0,0,47.5,2,206,107.6,0,0,0,47.2,-22.8,24.4
Chris Viven\chris-viven-1,JR,2011-12,G,Manhattan,MAAC,5,7,20.2,0,0,0,0,0,0,33.5,0,50,14.1,0,0,34.8,0,0.1,0,-3.2,27.4,24.2
Therone Tillett\therone-tillett-1,SO,2013-14,G,San Diego,WCC,5,8,82.9,1.083,1.083,0,0,0,0,0,0,0,40.8,12,226.3,114.4,0.2,0,0.2,36.3,-12.3,24
Jarett Upchurch\jarett-upchurch-1,SR,2013-14,G,Arizona State,Pac-12,6,8,52.5,1.167,1.167,14.7,0,6.9,0,7.2,0,0,19.4,3,230.9,93.7,0.1,0,0.1,23.2,0.5,23.7
Ben Mammel\ben-mammel-1,SO,2016-17,G,Army,Patriot,2,10,46,0.786,0.786,11.1,22.1,16.6,40,5.6,0,22.2,44.2,7,106.3,91,0,0,0.1,19.9,3.7,23.6
Cameron Pappas\cameron-pappas-1,JR,2014-15,G,Charlotte,CUSA,4,5,32,0.306,0,23.4,46.3,34.9,61.5,0,0,0,49.5,4,105.6,95.9,0,0,0,17.5,5.5,23
Isiah Wilson\isiah-wilson-1,FR,2012-13,G,Alabama,SEC,7,8,37.8,0.457,0.5,0,0,0,0,24.1,0,0,30.1,3,101.7,54.1,0,0,0.1,8.5,14.1,22.6
Doug Howard\doug-howard-1,SR,2012-13,G,William & Mary,CAA,3,7,56.1,1,1,0,17.7,9.2,95.9,18,0,33.3,24,4,141.3,69.8,0.1,0,0.1,16.3,6.1,22.3
Ryan Kilmartin\ryan-kilmartin-1,SO,2011-12,G,Tennessee,SEC,3,3,51.4,1.5,1.5,0,0,0,0,0,0,0,17.4,1,300,109.9,0,0,0,28.1,-5.9,22.2
Langdon Neal\langdon-neal-1,SO,2014-15,G,American,Patriot,5,3,-2.3,,,0,0,0,0,23.4,0,,0,0,0,52.8,0,0,0,1.8,20.4,22.2
Jason Boswell\jason-boswell-12,FR,2015-16,F,Central Michigan,MAC,2,1,-16.7,,,0,0,0,0,59.4,0,100,51.8,0,0,-18.6,0,0,0,-32.8,54.7,21.9
Hunter Folkertsma\hunter-folkertsma-1,,2016-17,F,Bowling Green State,MAC,1,5,63.2,1.034,1,20.7,0,11,45.2,0,0,25.6,37.4,6,169,114.8,0.1,0,0.1,25.2,-3.4,21.9
Rosel Hurley\rosel-hurley-1,FR,2016-17,G,Kent State,MAC,3,7,22.2,0.309,0.333,30.1,0,15.5,73.8,8.1,0,13.4,50,6,86.4,95.3,0,0,0,11.7,10.1,21.8
Quinton Adlesh\quinton-adlesh-1,FR,2015-16,G,Columbia,Ivy,4,15,48.3,0.712,0.714,7.8,31.7,19.7,54.2,0,0,0,29.2,12,164.3,102.5,0.2,0,0.2,22.4,-0.8,21.6
Chris Downing\chris-downing-1,FR,2015-16,F,Fordham,A-10,2,4,47.2,1,1,29.6,0,15.2,0,14.7,0,0,12.8,1,207.9,78.3,0,0,0,15.8,5.6,21.5
Jonathan Merit\jonathan-merit-1,SO,2010-11,G,Jacksonville State,OVC,2,1,0,,,0,0,0,0,63.7,0,100,54.5,0,0,-23.4,0,0,0,-35.5,56.9,21.4
Brandon Reese\brandon-reese-1,JR,2010-11,G,Syracuse,Big East,9,20,42.4,0.696,0.667,12.1,10.7,11.3,64.7,6.1,0,11.2,22.8,14,153.2,90.3,0.2,0,0.2,18.4,3.1,21.4
Tim Priller\tim-priller-1,JR,2016-17,F,Indiana,Big Ten,10,27,46,0.802,0.778,18.1,28.4,23.5,34.4,0,7.7,7.8,23.2,20,168,99,0.2,0,0.3,15.8,5.4,21.2
Kyle Heck\kyle-heck-1,FR,2011-12,G,Southern Illinois-Edwardsville,OVC,7,8,28.3,0.513,0,0,15.5,7.7,21.6,14.7,12.8,0,12.6,2,142.4,69.8,0,0,0.1,5.7,15.4,21.1
D.J. Spain\dj-spain-1,SO,2011-12,F,Georgia Tech,ACC,2,3,30.6,0.5,0.5,40.9,0,21,100,0,0,33.3,53.9,3,92.8,113.4,0,0,0,16.2,4.8,21
J.T. Trauber\jt-trauber-1,FR,2014-15,G,Rice,CUSA,6,9,61.6,1.5,1.5,14.5,0,7,0,0,0,0,18.8,3,282.7,113.2,0.1,0,0.1,30.7,-9.6,21
Peter Dill\peter-dill-1,SR,2011-12,G,Seton Hall,Big East,6,9,33.4,0.5,0.5,12.9,14,13.5,44.9,13.5,0,0,11.6,3,148.6,73.1,0,0,0.1,9.8,11.1,20.9
Brian Vonderhaar\brian-vonderhaar-1,SO,2010-11,G,Dayton,A-10,3,7,39,1,1,15.5,16.3,15.9,32.3,8.7,0,0,7.2,2,209.2,83.5,0,0,0.1,12.8,7.9,20.6
C.J. Holmes\cj-holmes-1,JR,2014-15,G,Auburn,SEC,5,6,55.3,1.5,1.5,0,0,0,0,0,0,0,17.1,1,300,116.9,0,0,0,27.2,-6.9,20.3
Georgios Pilitsis\georgios-pilitsis-1,SO,2014-15,G,Lehigh,Patriot,4,14,42.2,0.808,0.75,0,15.3,8.2,47.3,4.3,8.3,0,18.6,8,186.6,90.3,0.1,0,0.2,16.2,4,20.2
Kevin Shaw\kevin-shaw-1,SO,2012-13,G,Georgia State,CAA,8,8,46.7,0.75,0.75,15.3,17.1,16.2,36.9,7.8,0,20,33.8,6,128.7,93.1,0.1,0,0.1,18.5,1.8,20.2
Nick Kitcoff\nick-kitcoff-1,JR,2011-12,G,IUPUI,Summit,3,6,46.4,1.026,1,0,0,0,0,0,34.1,0,16.6,3,226.9,104.6,0.1,0,0.1,8.4,11.6,20
Michael Coger\michael-coger-1,SR,2012-13,C,Delaware State,MEAC,3,12,46.8,0.8,0.8,10.1,34.3,21.5,43,5.4,8.9,16.7,27.4,6,129.4,81.3,0.1,0,0.1,12.6,7.3,19.9
Kory Jones\kory-jones-1,,2016-17,G,Arizona,Pac-12,4,7,30.4,1.5,1.5,0,0,0,0,0,15.7,0,7.4,1,300,100.9,0,0,0,12.4,7.3,19.7
Taylor Trevisan\taylor-trevisan-1,JR,2012-13,G,Saint Joseph's,A-10,10,19,46.4,0.831,0.929,0,25.5,12.8,33.4,3.3,0,0,24.1,10,163.9,94.1,0.1,0,0.2,19.9,-0.1,19.7
Mohammad Elradi\mohammad-elradi-1,,2016-17,G,Nebraska,Big Ten,2,3,53.8,1,1,0,38.2,18.2,100,0,0,0,16.2,2,204.2,101.5,0,0,0,21,-1.5,19.6
Jay Wimbley\jay-wimbley-1,FR,2013-14,G,Chattanooga,Southern,1,1,105.3,1.053,,0,0,0,0,0,0,0,45.5,2,250,116.3,0,0,0,34.5,-14.9,19.5
McPherson Moore\mcpherson-moore-1,FR,2010-11,G,Georgia Tech,ACC,5,7,35.2,0.5,0.5,30.4,17.9,24.7,31.1,8.3,0,0,14,3,145,84.9,0,0,0.1,11.3,8.1,19.4
Alex Budke\alex-budke-1,JR,2013-14,G,Oklahoma State,Big 12,7,9,26.5,1.5,1.5,0,12.1,6.3,20.8,12.8,0,50,11.2,2,130,76.7,0,0,0.1,9.9,9.3,19.2
Kikko Haydar\kikko-haydar-1,FR,2010-11,G,Arkansas,SEC,9,24,31.7,0.473,0.433,4.9,13.9,9.5,42.6,9.9,0,5.6,38.1,16,112.4,81.3,0.1,0.1,0.2,13.4,5.8,19.2
Lawson Schaffer\lawson-schaffer-1,SO,2016-17,G,Alabama,SEC,15,28,36.9,0.672,0.6,4,11.9,8,40.3,6.4,0,7.8,23.2,17,152.9,87.9,0.2,0.1,0.3,15.1,4.1,19.2
James Holder\james-holder-1,SR,2016-17,G,Georgia Southern,Sun Belt,5,13,38.2,0.432,0.417,8.3,16.7,12.5,96,8.7,0,12.6,30.5,10,116.3,89,0.1,0,0.1,14,5.1,19.1
Jared Ravenscraft\jared-ravenscraft-1,SR,2015-16,G,Morehead State,OVC,7,35,44.4,0.832,0.85,9.2,7.2,8.3,44.3,8.4,0,8,17.3,20,172.1,92.3,0.3,0.1,0.3,16,3.1,19.1
David McKinley\david-mckinley-1,SR,2012-13,G,Ohio,MAC,15,26,41.4,1.214,1.214,0,10.1,4.9,9.2,6.8,0,0,14.1,7,219,88.9,0.1,0.1,0.2,17.1,1.9,19
Anthony Davis\anthony-davis-5,FR,2011-12,F,Kentucky,SEC,40,1281,35.1,0.654,0.628,11.6,25.6,19,7.5,2.5,13.7,8.6,18.8,550,139,80.7,5.9,4.1,9.9,7.8,10.8,18.7
Blake Jolivette\blake-jolivette-1,SO,2010-11,G,American,Patriot,7,6,50.3,0.719,0.667,0,20.5,10.5,70.9,0,0,0,32.7,4,157.9,104.7,0.1,0,0.1,19.8,-1,18.7
Mark Noble\mark-noble-1,FR,2013-14,G,Akron,MAC,1,3,49.8,1.5,1.5,0,0,0,0,0,0,0,17.2,1,300,112.6,0,0,0,26.2,-7.4,18.7
Bernard Gifford\bernard-gifford-1,SO,2010-11,G,Fordham,A-10,4,6,58.4,1,1,0,17.9,8.8,0,9.8,0,0,24.7,3,177.2,89.1,0,0,0.1,20.4,-1.8,18.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
David Allen\david-allen-1,FR,2012-13,G,Georgetown,Big East,4,5,46.5,0.678,0.75,0,0,0,0,12.8,0,0,33.1,3,132.2,76.3,0,0,0,14.3,3.8,18.2
Cory Goodman\cory-goodman-1,SO,2010-11,G,Lehigh,Patriot,3,3,38.7,,,0,36.5,18.3,56.3,18.7,0,,0,0,223.1,56.3,0,0,0,2.9,15.3,18.2
Nathan Conley\nathan-conley-1,SO,2011-12,G,Citadel,Southern,2,5,55.3,0.833,0.833,0,0,0,0,12.1,0,0,31.7,3,152.6,91,0,0,0,19.5,-1.6,17.9
Beau Gamble\beau-gamble-1,SO,2012-13,G,Colorado,Pac-12,5,12,28.3,0.389,0.389,0,29.9,14.9,50.8,5.1,0,0,39.1,7,102.6,84.1,0,0,0.1,11.9,6,17.9
Miles Jackson\miles-jackson-1,FR,2012-13,G,Hampton,MEAC,3,7,40.2,0.769,1,15.6,16.4,16,36.2,8.3,0,0,13.6,3,172.5,78.5,0,0,0.1,12.4,5.5,17.8
Alex Stecca\alex-stecca-1,SO,2014-15,F,Northern Arizona,Big Sky,4,11,37.6,0.769,1,39.8,10.7,25.8,18.9,5.6,0,0,9.1,5,186.9,96.7,0.1,0,0.1,13.9,3.9,17.8
Brock Johnson\brock-johnson-1,FR,2016-17,G,Charleston Southern,Big South,3,8,37.6,0.4,0.4,13.6,0,7.2,92.2,7.2,0,0,31,6,119.8,102,0,0,0,17.6,-0.1,17.5
Cory Cardwell\cory-cardwell-1,SO,2013-14,G,Utah Valley,WAC,1,4,41.8,0.75,0.75,0,0,0,0,15.7,0,0,27.5,2,135.9,77.7,0,0,0,12.5,4.8,17.3
Spencer Krannitz\spencer-krannitz-1,JR,2014-15,G,Central Michigan,MAC,1,4,84,1.25,1.25,29.8,29.8,29.8,0,0,0,0,26.1,2,243.5,103,0,0,0,30.2,-13,17.3
Karl-Anthony Towns\karl-anthony-towns-1,FR,2014-15,F,Kentucky,SEC,39,822,31.4,0.627,0.57,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,391,126.8,78.1,3.5,2.9,6.4,6.5,10.8,17.3
Tyler Trapani\tyler-trapani-1,JR,2010-11,G,UCLA,Pac-10,3,2,73.5,1,1,61.1,0,28.9,0,0,0,0,25.4,1,204.4,111.3,0,0,0,28.7,-11.6,17.2
Tanner Omlid\tanner-omlid-1,SO,2014-15,F,Army,Patriot,5,75,32.7,0.435,0.431,16.7,28.4,22.4,33.2,8.5,9.4,7.3,27.3,39,108.1,79.3,0.2,0.3,0.4,5.4,11.7,17.1
Drew Davis\drew-davis-2,JR,2016-17,G,Mississippi State,SEC,6,12,38.9,0.688,0.688,9.4,0,4.6,54.5,4.7,0,20,41.5,10,118.1,102.9,0.1,0,0.1,17.5,-0.5,17
Brendan Leonard\brendan-leonard-1,JR,2016-17,C,Air Force,MWC,2,10,41.2,0.667,0.667,22.9,12,17.5,32.1,0,0,0,30.7,7,143.2,114.4,0.1,0,0.1,21.1,-4.1,17
Victor Oladipo\victor-oladipo-1,JR,2012-13,G,Indiana,Big Ten,36,1021,28.9,0.671,0.648,11.8,15.1,13.5,15.2,4.6,2.8,18.5,22.2,478,125.7,87.3,4.2,2.6,6.7,9.7,7.3,17
Dakota Slaughter\dakota-slaughter-1,JR,2013-14,F,Alabama,SEC,11,29,34.4,0.813,0.813,8.5,20,14.4,17.3,4.3,3.8,0,14.9,12,174.8,95.2,0.2,0.1,0.2,12.3,4.5,16.8
Nolan Hart\nolan-hart-1,SO,2011-12,G,Syracuse,Big East,2,2,-0.9,0,0,58.6,0,29.4,73.8,0,0,0,51.5,1,63.6,111.2,0,0,0,9.2,7.5,16.7
Ryan Parsons\ryan-parsons-1,FR,2010-11,G,Eastern Kentucky,OVC,4,8,66.3,1.125,1.125,16.5,0,8.3,0,0,0,0,28.4,4,193.7,112.5,0.1,0,0.1,30.4,-13.8,16.6
Denzel Valentine\denzel-valentine-1,SR,2015-16,G,Michigan State,Big Ten,31,1022,29.7,0.608,0.579,3,21.2,12.8,45.8,1.9,0.7,14.8,28.4,622,127.2,94,5,2.2,7.3,12.2,4.4,16.5
Chudier Pal\chudier-pal-1,SO,2011-12,C,North Carolina-Asheville,Big South,8,24,44.5,0.64,0.714,36.4,50.3,43.4,17.9,2.4,17.8,17.6,23.2,14,127.8,79.4,0.1,0.1,0.2,5.8,10.5,16.4
Caleb Woods\caleb-woods-1,SR,2014-15,G,Southeast Missouri State,OVC,5,21,41.3,0.566,0.571,10.8,5.6,8.3,43.3,2.8,0,0,38.4,17,134.2,106.2,0.2,0,0.2,20.4,-4,16.4
Josiah Dunn\josiah-dunn-1,SR,2016-17,G,Denver,Summit,5,5,47.1,0.808,1,0,23.2,12.2,74,0,0,0,25.3,3,161.7,110.6,0,0,0,18.8,-2.5,16.3
Beau Gamble\beau-gamble-1,JR,2013-14,G,Colorado,Pac-12,9,16,24.8,0.566,0.643,0,36.2,18.4,96.7,0,0,27.4,35,11,107,99.3,0,0,0.1,14.2,2.1,16.3
Kevin Hanes\kevin-hanes-1,SO,2010-11,C,Northern Colorado,Big Sky,5,11,40.2,0.759,0.667,10.9,10.8,10.8,0,0,35.9,0,18.3,5,172.3,89,0.1,0,0.1,2.2,14.1,16.3
Sindarius Thornwell\sindarius-thornwell-1,SR,2016-17,G,South Carolina,SEC,31,1051,30.3,0.59,0.51,8.1,16.1,12,19.3,3.6,3.4,11.9,29.5,637,122.1,88.8,4.4,2.8,7.2,9.5,6.7,16.2
Delon Wright\delon-wright-1,SR,2014-15,G,Utah,Pac-12,35,1165,29.2,0.619,0.549,4,13.7,9.3,33,4,3.2,14.2,22.8,558,129.8,87.7,5.3,3.1,8.4,8.8,7.4,16.2
Sooren Derboghosian\sooren-derboghosian-1,JR,2012-13,C,UCLA,Pac-12,4,7,29.6,1,1,16.1,0,8.1,26.8,0,13.4,0,7.1,2,206.4,106.5,0,0,0,10.5,5.6,16.1
Sam Hershberger\sam-hershberger-1,JR,2014-15,G,Elon,CAA,5,15,39.7,0.904,0.833,7.2,23.3,15,42.4,3.8,0,0,14.7,9,205.8,92.7,0.1,0,0.2,15.2,0.8,16
Venjie Wallis\venjie-wallis-1,FR,2016-17,G,New Orleans,Southland,5,17,42.5,0.759,0.75,0,20.8,10.6,29.2,10.2,0,11.2,25.7,10,144.1,79.1,0.1,0.1,0.2,10.8,5.2,16
