Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Christian Ellis\christian-ellis-1,FR,2016-17,G,Southern Illinois-Edwardsville,OVC,30,765,10,0.459,0.457,6.6,11.4,8.9,27.1,2.3,0.4,26.8,20.6,256,85.9,107.3,-0.4,0.7,0.3,-3.2,0.3,-2.9
Alex Etherington\alex-etherington-1,FR,2014-15,G,Indiana State,MVC,26,383,6,0.481,0.467,2.3,9,5.7,7.8,2.5,0.3,20.4,14.4,75,86.1,102.6,-0.1,0.5,0.4,-2,0.3,-1.7
Bakari Evelyn\bakari-evelyn-1,SO,2017-18,G,Valparaiso,MVC,29,896,14.8,0.58,0.547,1.1,10.2,5.8,20.5,2.6,0.4,20.9,22.2,350,102.7,99.1,1,1.6,2.6,1.1,0.3,1.5
Eric Ferguson\eric-ferguson-2,JR,2012-13,F,Georgia Southern,Southern,33,976,22.1,0.545,0.509,7,20.2,13.3,9,3.3,3.1,16.3,27.4,416,103,97.5,1.8,1.5,3.4,-0.2,0.3,0.1
Eric Ferguson\eric-ferguson-2,SR,2014-15,F,Georgia Southern,Sun Belt,25,509,16.4,0.517,0.516,9.7,19.3,14.5,4.5,1.7,3.5,16.8,23.5,186,98.7,89.8,0.5,1.3,1.8,-3.1,0.3,-2.8
Karee Ferguson\karee-ferguson-1,JR,2011-12,F,Saint Peter's,MAAC,16,264,7.1,0.386,0.383,9.7,15.7,12.4,5.2,1.2,7.1,21.5,21.4,65,72.7,106.6,-0.4,0.2,-0.2,-8.1,0.3,-7.8
Chase Fieler\chase-fieler-1,FR,2010-11,F,Florida Gulf Coast,A-Sun,30,638,8.8,0.442,0.404,7.3,12.8,9.9,9.4,1.4,2.8,20.1,16.7,160,89.2,105.2,0,0.6,0.6,-2.2,0.3,-1.9
Chase Flint\chase-flint-1,SO,2012-13,G,Loyola Marymount,WCC,23,655,10.5,0.438,0.426,3,13.9,8,22.7,2.4,0,18.4,11.5,132,100,105.2,0.4,0.5,1,-0.9,0.3,-0.6
Mack Foster\mack-foster-1,JR,2014-15,G,Louisiana-Monroe,Sun Belt,38,676,10.5,0.473,0.462,3.1,8.2,5.7,10.1,2.1,1.5,13.8,17.2,168,96.2,97.7,0.3,1.2,1.5,-2.5,0.3,-2.2
Roger Franklin\roger-franklin-1,SR,2012-13,G,North Texas,Sun Belt,32,938,19.2,0.537,0.492,7.3,18.3,12.5,8.1,2.1,2.7,13.7,21.5,352,107.5,100.1,1.8,1.2,3,0.1,0.3,0.4
Roger Franklin\roger-franklin-1,JR,2011-12,G,North Texas,Sun Belt,32,754,14.1,0.455,0.413,6.7,18.1,12.2,10,1.4,2.2,13.2,21.7,261,96.7,93.6,0.6,1.5,2.1,-2.8,0.3,-2.6
Ryan Frazier\ryan-frazier-1,FR,2012-13,G,Bucknell,Patriot,33,529,4.1,0.395,0.347,0.7,8.2,4.6,10.7,1.4,0,17.6,14.4,93,81.2,98.5,-0.3,0.8,0.5,-3.2,0.3,-2.9
Jerome Frink\jerome-frink-1,FR,2012-13,F,Florida International,Sun Belt,32,980,14.6,0.516,0.492,9.4,16,12.5,4.3,2.1,2.7,17.1,19.3,320,99.8,100.5,1,1.3,2.3,-1.4,0.3,-1.1
Travis Fulton\travis-fulton-1,SR,2012-13,F,Pacific,Big West,35,857,20.4,0.586,0.558,6.7,14.8,10.6,14.9,2.1,0.4,12,20.4,312,117.2,102.3,2.4,0.9,3.3,4.4,0.3,4.7
Eric Gaines\eric-gaines-1,SO,2011-12,G,Kent State,MAC,26,422,10.1,0.503,0.478,3.4,8.6,5.9,7.5,2.9,1.3,17.6,16.4,107,96,100.6,0.2,0.6,0.8,-1.6,0.3,-1.3
Kenny Gaines\kenny-gaines-1,SO,2013-14,G,Georgia,SEC,32,907,18.2,0.573,0.535,2.9,7,5.1,8.4,1.5,2.9,10,23,364,118.2,106.4,2.3,1,3.3,4.6,0.3,4.9
Christopher Galbreath Jr.\christopher-galbreathjr-1,JR,2016-17,F,Sam Houston State,Southland,34,647,20.2,0.519,0.488,13.1,24.3,18.5,5.9,1.6,4.4,14.7,28.4,321,101,94.6,0.8,1.4,2.2,-4.3,0.3,-4
Romeo Garcia\romeo-garcia-1,SR,2010-11,G,Navy,Patriot,29,685,6.5,0.435,0.391,4.3,8.7,6.4,8.3,1.8,1,15.6,11.5,130,90.2,102.9,0,0.8,0.8,-4.2,0.3,-3.9
Darius Gardner\darius-gardner-1,SR,2014-15,G,American,Patriot,33,1272,15.9,0.563,0.527,3.1,8.6,5.9,24.6,3.7,0.5,21.7,19.7,384,104.2,101.1,1.8,1.8,3.6,0.1,0.3,0.4
Shep Garner\shep-garner-1,SR,2017-18,G,Penn State,Big Ten,29,905,11.8,0.612,0.604,1.1,6.4,3.8,7.2,1.3,0.4,13.2,15.9,263,115.6,103.2,1.5,1.3,2.7,4.5,0.3,4.8
P.J. Gaynor\pj-gaynor-1,SR,2011-12,F,Central Florida,CUSA,31,492,11.2,0.528,0.48,6.2,16.2,10.9,5.8,1,2.2,20.5,16,124,99.2,101.8,0.4,0.6,1,-1.5,0.3,-1.2
Richaud Gittens\richaud-gittens-1,SR,2017-18,G,Seattle,WAC,27,830,13.5,0.525,0.487,6.7,11.5,9.2,9.8,2.4,0.6,14.8,18,277,108,102.9,1.1,1.2,2.3,0.2,0.3,0.5
B.J. Gladden\bj-gladden-1,FR,2014-15,F,Akron,MAC,28,272,9.6,0.459,0.429,7.8,10.6,9.2,9.1,1.6,1.6,21.6,21.3,83,88.1,100.8,-0.1,0.4,0.3,-4.7,0.3,-4.4
Derrick Gordon\derrick-gordon-1,FR,2011-12,G,Western Kentucky,Sun Belt,35,1165,13.1,0.472,0.404,5.9,18.6,11.7,14.1,1.3,0.8,18.2,22.6,414,94.3,100.2,0.7,1.6,2.2,-1.1,0.3,-0.8
Christian Gore\christian-gore-1,SO,2013-14,G,Texas Christian,Big 12,31,552,9.9,0.504,0.411,3.4,12.6,8.1,15.1,1.7,0.4,18.6,15.1,138,98.9,110.9,0.3,0.4,0.7,-1.3,0.3,-1.1
Toddrick Gotcher\toddrick-gotcher-1,SO,2013-14,G,Texas Tech,Big 12,32,854,12.9,0.529,0.471,3.2,10.6,6.9,13.5,1.5,0.6,13,15.8,238,115,112.4,1.4,0.5,1.9,2.8,0.3,3.1
Treveon Graham\treveon-graham-1,SR,2014-15,G,Virginia Commonwealth,A-10,33,970,25.2,0.546,0.507,8,20.5,13.8,12.7,1.2,1.1,7.2,27.6,499,118.8,99.1,3.5,1.5,5.1,6.6,0.3,6.9
Jaire Grayer\jaire-grayer-1,SO,2016-17,G,George Mason,A-10,34,1006,15.8,0.535,0.509,6.5,13.4,10.1,4,1.4,3.4,12.3,20.6,356,107.4,102.3,1.5,1.4,2.9,1.1,0.3,1.4
Laron Griffin\laron-griffin-1,SR,2011-12,F,Eastern Washington,Big Sky,32,772,21.4,0.613,0.62,13.6,21.9,17.2,3.2,1.9,3.6,9,15.6,276,130.4,101.3,2.5,1,3.5,0.7,0.3,1
Roland Griffin\roland-griffin-1,JR,2017-18,F,Iona,MAAC,27,632,18.2,0.562,0.537,6.2,19.8,13.1,11.6,1.2,2.6,14.3,23.7,278,107.7,104.3,1.1,0.8,1.9,-1.3,0.3,-1
Xavier Habersham\xavier-habersham-1,SR,2016-17,G,Middle Tennessee,CUSA,36,701,12.9,0.662,0.655,3.8,7.2,5.5,14.3,1.1,0.5,18.7,12.8,189,122.9,102.2,1.4,1,2.4,3.2,0.3,3.4
Matt Hagerbaumer\matt-hagerbaumer-1,JR,2012-13,F,Nebraska-Omaha,Summit,31,429,16.7,0.733,0.796,9.7,21.7,15.6,8.5,1.6,5.4,22,8.4,95,129.8,112.3,0.8,0.1,0.9,0.2,0.3,0.4
Jimmy Hall\jimmy-hall-1,JR,2015-16,F,Kent State,MAC,32,960,22.4,0.526,0.495,10.7,19.5,15,17.6,1.2,2,16.3,30.7,521,104.7,105.6,1.9,1.1,2.9,0.5,0.3,0.8
Tevin Hall\tevin-hall-1,SO,2010-11,G,Louisiana Tech,WAC,30,406,7.3,0.515,0.434,1.1,12.6,6.8,15.1,1.7,0,29.6,13.7,88,88.5,101.3,0,0.5,0.5,-4.4,0.3,-4.1
Zach Haney\zach-haney-1,FR,2015-16,F,Boise State,MWC,30,268,14,0.514,0.512,11.3,15.9,13.6,1.5,1.7,3.1,13.5,19.3,90,102.4,99.2,0.3,0.5,0.7,-2.5,0.3,-2.2
Cedric Hankerson\cedric-hankerson-1,JR,2016-17,G,Boston University,Patriot,31,896,12.7,0.507,0.494,1.9,7.1,4.5,7.2,3.9,0.4,8.1,17.9,267,105.1,100.4,1,1.4,2.4,1.6,0.3,2
Drew Hanlen\drew-hanlen-1,SR,2011-12,G,Belmont,A-Sun,35,1101,18.2,0.663,0.651,2.4,10.7,6.5,20.9,2,0,17.6,15.7,381,127.1,102.2,3.3,1.3,4.5,6.5,0.3,6.9
David Hanson\david-hanson-1,SR,2011-12,F,Cal Poly,Big West,33,1010,19.3,0.508,0.482,7,18.1,11.9,13,2,1.1,10.8,23.3,372,110.3,101.3,2.3,1.3,3.6,2.1,0.3,2.4
David Hanson\david-hanson-1,JR,2010-11,F,Cal Poly,Big West,30,1060,20.3,0.515,0.501,6.8,13.9,10.3,15.1,1.8,0.9,7.7,24.9,418,111.3,96.6,2.6,1.9,4.5,3.9,0.3,4.2
Arlon Harper\arlon-harper-1,SO,2012-13,G,Charleston Southern,Big South,32,907,24.9,0.575,0.536,4.4,14.3,8.9,16.6,4.1,0.5,13.5,26.6,454,115.7,96.2,3.1,1.5,4.6,3.7,0.3,4
Devin Harris\devin-harris-2,FR,2014-15,G,East Tennessee State,Southern,27,587,13.3,0.484,0.419,10,19.9,14.9,9.1,2.4,1.1,20,18,182,98.3,101.2,0.4,0.8,1.2,-3.4,0.3,-3.1
Omega Harris\omega-harris-1,SR,2017-18,G,Texas-El Paso,CUSA,26,824,12.4,0.54,0.502,0.5,11.9,6.2,12.6,1.7,0.6,14.8,19.1,267,100.2,104.3,0.6,1.1,1.7,-0.6,0.3,-0.3
Nathan Healy\nathan-healy-1,JR,2011-12,F,Appalachian State,Southern,30,551,19.2,0.59,0.54,8,14.7,11.3,12.1,2.6,2.8,13.7,16.8,187,119.8,102.1,1.4,0.6,2,2.2,0.3,2.5
Mick Hedgepeth\mick-hedgepeth-1,SR,2011-12,F,Belmont,A-Sun,35,800,18.8,0.565,0.532,11.4,18.6,15,4,1.4,2.2,13.4,21.4,320,113.8,98.3,2,1.2,3.2,0.5,0.3,0.8
Toby Hegner\toby-hegner-1,FR,2014-15,F,Creighton,Big East,33,632,15.3,0.581,0.549,5.1,16.2,10.6,8.9,0.5,2.2,12,18.6,199,115.1,106.1,1.3,0.6,1.9,3.9,0.3,4.2
Denell Henderson\denell-henderson-1,SR,2014-15,F,Oral Roberts,Summit,33,687,19.1,0.57,0.532,11.7,16.8,14.2,8.6,0.5,6.7,20.6,24.2,289,104,102.9,1.1,0.8,2,-1,0.3,-0.7
Shawn Henderson\shawn-henderson-1,SR,2010-11,G,Idaho,WAC,32,926,13.7,0.476,0.446,5.5,13.9,10,20.4,2.4,0.1,17.2,20.9,306,98.2,101.6,0.8,1.2,2,-0.2,0.3,0.1
Micaiah Henry\micaiah-henry-1,SO,2017-18,C,Tennessee Tech,OVC,28,411,9.5,0.579,0.632,7.6,12.9,10.2,4.2,0.8,4.8,25.4,17.1,116,91.8,103.5,0,0.6,0.6,-5.7,0.3,-5.4
LaDontae Henton\ladontae-henton-1,FR,2011-12,F,Providence,Big East,32,1191,19.4,0.542,0.514,8.4,18.6,13.3,6.6,1.6,2.9,11.5,20.3,422,112.3,104.5,2.6,1.1,3.7,3.2,0.3,3.5
Jordan Hicks\jordan-hicks-1,JR,2010-11,G,Loyola (IL),Horizon,9,266,21.3,0.594,0.571,6.5,12.3,9.4,11.6,1.4,2.9,7.3,18.4,97,129,103.4,0.9,0.3,1.2,4.7,0.3,5
Alfred Hollins\alfred-hollins-1,FR,2017-18,F,Oregon State,Pac-12,25,318,20,0.612,0.603,7.4,16.3,12,7.2,2.2,2.5,13.5,22.5,132,115.7,101.8,0.8,0.5,1.2,1.8,0.3,2.2
Allante Holston\allante-holston-1,SO,2016-17,G,North Texas,CUSA,30,537,7.1,0.467,0.419,2.8,12.4,7.6,9.2,1.6,1.2,23.5,12.4,105,86.7,107.4,-0.1,0.5,0.4,-5,0.3,-4.7
Rodney Hood\rodney-hood-1,FR,2011-12,F,Mississippi State,SEC,32,1050,15.5,0.535,0.524,3.5,14.4,8.8,11.9,0.8,1.3,8.9,16.8,315,114.5,106.2,2.1,0.8,2.9,3.2,0.3,3.5
Chrishawn Hopkins\chrishawn-hopkins-1,SO,2011-12,G,Butler,Horizon,37,859,12.4,0.473,0.425,1.5,12.7,6.5,15.7,2.2,0.4,16.4,25.7,309,93,96.6,0.4,1.4,1.8,-1.2,0.3,-0.9
Alfonzo Hubbard\alfonzo-hubbard-1,JR,2011-12,F,Utah Valley,GWC,31,574,20,0.533,0.511,9.3,16.7,12.8,14.6,2.6,2.4,16.6,21.4,219,105.6,96.8,1,1,2,-0.6,0.3,-0.4
Najja Hunter\najja-hunter-1,FR,2017-18,G,Rice,CUSA,26,396,9.7,0.43,0.402,7.5,11.9,9.7,14.8,2.2,2.3,20.9,21,125,84.8,107.9,-0.3,0.4,0.1,-4.8,0.3,-4.6
UC Iroegbu\uc-iroegbu-1,SR,2017-18,G,Stony Brook,AEC,28,713,13.7,0.52,0.487,3.4,8,5.6,12.7,3,1,11.6,17.8,229,108.7,102.7,1,1,2,0.2,0.3,0.5
Donovon Jack\donovon-jack-1,SR,2015-16,F,Penn State,Big Ten,32,443,14.9,0.56,0.543,6.5,17.7,12,2.6,0.5,4.6,14,20.3,151,106.5,105,0.6,0.5,1.1,-1.5,0.3,-1.1
Aundre Jackson\aundre-jackson-1,SR,2017-18,F,Loyola (IL),MVC,28,547,22.2,0.639,0.626,5.3,14.6,10.5,13.5,1.6,1.6,16.4,29.4,272,110.3,96.6,1.3,1.1,2.4,2,0.3,2.3
Zach Jackson\zach-jackson-1,FR,2015-16,G,Nebraska-Omaha,Summit,32,482,9.5,0.477,0.427,5.1,10.4,7.7,8.9,2.5,1.1,15.3,13,123,101.8,109.2,0.3,0.4,0.7,-1.1,0.3,-0.8
Jayon James\jayon-james-2,JR,2012-13,F,Louisiana-Monroe,Sun Belt,27,892,9.6,0.424,0.411,4.9,20.9,12.2,34.9,2.6,1.3,30.4,25.6,310,77.1,105.7,-1.3,0.7,-0.7,-5.5,0.3,-5.2
Marvin Jean\marvin-jean-1,JR,2012-13,F,Utah State,WAC,31,684,10.8,0.492,0.471,3.9,11.5,7.9,15.6,1.9,2.3,22.6,15.5,159,97.3,103.6,0.5,0.7,1.1,0.5,0.3,0.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Auston Evans\auston-evans-1,SO,2016-17,G,Lafayette,Patriot,29,482,3.6,0.354,0.349,2.2,9.7,6,9.9,3.2,2,24.7,16.1,88,64.7,106.3,-1,0.5,-0.5,-8.1,0.2,-8
Jerry Evans\jerry-evans-1,FR,2010-11,G,Nevada,WAC,31,591,10.4,0.493,0.434,8.9,11.7,10.3,3.4,1.2,1.7,17.6,15.7,156,99.8,105.6,0.5,0.5,1,-1.2,0.2,-1
O.J. Evans\oj-evans-1,SR,2012-13,C,Northwestern State,Southland,32,503,10.6,0.459,0.433,8.9,16.3,12.5,3.2,1.1,3.6,15.8,13.2,121,97.8,98.5,0.3,0.7,1,-3.7,0.2,-3.5
Javan Felix\javan-felix-1,JR,2014-15,G,Texas,Big 12,31,723,14.2,0.544,0.526,2.2,7.9,5.3,18.9,1,0.4,16.5,21.8,251,107.3,102.5,1.3,0.9,2.2,4,0.2,4.2
Matthew Fisher-Davis\matthew-fisher-davis-1,JR,2016-17,G,Vanderbilt,SEC,34,947,17.1,0.567,0.521,1.4,11.5,6.7,8.7,1.3,0.9,11.1,26.3,409,108.1,104.3,1.8,1.2,3,4.2,0.2,4.4
Brian Fitzpatrick\brian-fitzpatrick-1,SR,2013-14,F,Bucknell,Patriot,30,735,17.3,0.623,0.603,7.4,17.1,12.4,9,0.3,0.9,16.7,20,259,113.7,103.6,1.5,1,2.5,0.5,0.2,0.7
Aleem Ford\aleem-ford-1,FR,2017-18,F,Wisconsin,Big Ten,28,660,10.1,0.607,0.586,3.1,13,7.9,6.3,0.6,0.7,14.7,12.9,149,114.2,109.2,0.9,0.5,1.4,1.7,0.2,1.9
D.J. Foreman\dj-foreman-1,FR,2014-15,F,Rutgers,Big Ten,32,486,8.6,0.454,0.45,7.8,12.1,9.9,7.5,0.8,1.2,18.9,17.7,123,87.4,107.5,-0.1,0.4,0.3,-3.4,0.2,-3.2
Darnell Foreman\darnell-foreman-1,SO,2015-16,G,Pennsylvania,Ivy,28,523,11.5,0.429,0.361,3,12.9,8,22.6,2.4,1,14.5,20.1,170,94.7,104,0.2,0.7,0.8,-2.6,0.2,-2.4
Kevin Foster\kevin-foster-1,SR,2012-13,F,Fresno State,MWC,29,623,17.2,0.474,0.427,10.4,27.5,18.2,3.1,1.6,3.4,14.3,27.2,239,95.1,93.6,0.5,1.2,1.7,-2.8,0.2,-2.6
Conner Frankamp\conner-frankamp-1,SR,2017-18,G,Wichita State,AAC,24,543,17.6,0.556,0.525,0.2,8.6,4.6,17.3,1.6,0.8,3.6,19.7,215,128.6,103.1,1.7,0.8,2.4,5.3,0.2,5.5
Jaylen Franklin\jaylen-franklin-1,JR,2017-18,G,Abilene Christian,Southland,27,867,15.9,0.565,0.562,3.9,10.8,7.4,26.4,3.3,0.8,22.9,18.5,320,105.3,99.2,1.1,1.5,2.6,-1.3,0.2,-1.1
Allerik Freeman\allerik-freeman-1,SO,2015-16,G,Baylor,Big 12,34,1021,14.6,0.56,0.505,2.7,11,6.7,10,1.5,0.1,11.6,18.7,345,118.1,107.8,2.2,0.9,3.1,4.2,0.2,4.4
Christopher Galbreath Jr.\christopher-galbreathjr-1,SR,2017-18,F,Sam Houston State,Southland,28,777,21.5,0.537,0.517,10.3,23.5,16.7,12.5,0.9,2.3,13.2,29.8,397,105.4,95.9,1.4,1.6,3,-0.8,0.2,-0.6
John Galvin\john-galvin-1,SR,2010-11,F,Fairleigh Dickinson,NEC,29,751,18.5,0.584,0.546,12.9,18.6,15.7,6.7,1.2,3.8,17.7,15.5,229,113.4,105.1,1.4,0.7,2.1,-0.7,0.2,-0.5
Temple Gibbs\temple-gibbs-1,SO,2017-18,G,Notre Dame,ACC,27,1011,17.7,0.573,0.519,2.2,6.4,4.4,15.6,1.6,0.2,10,21.5,415,120.5,108,2.8,1,3.8,5.2,0.2,5.4
Kavin Gilder-Tilbury\kavin-gilder-tilbury-1,JR,2015-16,F,Texas State,Sun Belt,31,890,17.8,0.572,0.539,5.4,11.1,8.2,14.2,2.1,1.7,17.2,23.8,358,106.8,99.4,1.5,1.5,3,1.9,0.2,2
Garrett Gilkeson\garrett-gilkeson-1,SO,2017-18,G,Virginia Military Institute,Southern,26,585,10.1,0.453,0.405,4.3,14.6,9.4,11,3,0.2,15.3,16.3,151,91.8,104,0,0.8,0.8,-4.2,0.2,-4
Malik Gill\malik-gill-1,JR,2014-15,G,Dartmouth,Ivy,29,537,18.6,0.55,0.484,2.5,12.2,7.2,37.1,5.1,0.5,26.3,21.7,202,102.5,96,0.8,1,1.8,1.6,0.2,1.8
Cameron Golden\cameron-golden-1,FR,2012-13,G,Arkansas State,Sun Belt,31,622,13.6,0.469,0.442,4.4,12.6,8.2,24.1,3,0.5,20.3,25,237,92.8,93.9,0.3,1.2,1.5,0.3,0.2,0.6
Hayden Graham\hayden-graham-1,SR,2016-17,F,Air Force,MWC,32,940,18,0.559,0.538,5,18.2,11.4,14.8,1.4,2.7,12,22.2,377,109.8,107.9,1.8,0.8,2.6,1.6,0.2,1.8
Gregory Graves\gregory-graves-1,SR,2015-16,F,Mount St. Mary's,NEC,33,892,13.3,0.469,0.421,7.3,17.2,11.8,5.9,1.9,2.6,14.1,21.6,309,94.1,98.1,0.2,1.6,1.9,-4.2,0.2,-4
Javonte Green\javonte-green-1,FR,2011-12,F,Radford,Big South,32,705,22.8,0.506,0.478,13.1,25.4,18.4,6.9,3.7,2.5,14.4,27,311,100.7,96.1,1.1,1.2,2.3,-1.4,0.2,-1.2
Mike Groselle\mike-groselle-1,JR,2011-12,C,Citadel,Southern,30,1059,26.8,0.614,0.591,13.3,22.3,17.5,13.1,2.5,2,13.7,23.6,486,119.4,104.2,3.7,1,4.7,3.7,0.2,3.9
Paul Guede\paul-guede-1,SR,2010-11,G,Portland State,Big Sky,30,508,12.6,0.493,0.442,8.2,14,11.1,7.1,3.2,1.2,13.6,13.9,132,107.5,105.2,0.6,0.5,1.1,-0.3,0.2,-0.2
Tyler Hadden\tyler-hadden-1,SR,2017-18,C,Belmont,OVC,29,267,12.8,0.572,0.526,6.8,14.5,10.9,6.9,0.9,2.8,19.4,21.3,97,103,101.9,0.3,0.4,0.7,-2.4,0.2,-2.2
T.J. Hall\tj-hall-1,SO,2011-12,G,Ohio,MAC,37,443,10,0.434,0.412,6.8,15.3,10.6,6.4,2.3,2,13.4,21.3,135,91.8,94.8,0.1,0.8,0.9,-2.3,0.2,-2.2
Willis Hall\willis-hall-1,SO,2010-11,F,College of Charleston,Southern,37,965,16.7,0.569,0.561,9.6,15.9,12.9,8,1.7,1,15.8,17.1,318,113.9,101.9,2,1.2,3.2,2,0.2,2.2
Tommy Hamilton\tommy-hamilton-1,FR,2013-14,C,DePaul,Big East,32,786,11.2,0.488,0.44,6.7,17.6,11.7,6.7,1.2,2.8,19.2,20.1,242,94,111.6,0.1,0.5,0.6,-2.1,0.2,-1.8
Justin Hammonds\justin-hammonds-1,FR,2011-12,F,Air Force,MWC,24,334,13.9,0.602,0.647,2.8,15.4,9.2,9.2,2.3,2,17.5,19,90,98.6,98.2,0.3,0.5,0.8,-1.3,0.2,-1.2
Travis Hammonds\travis-hammonds-1,SO,2014-15,G,Long Beach State,Big West,25,423,15.2,0.581,0.549,4.3,14,9.1,6.3,2.2,1.1,17,20.3,142,106.8,101.6,0.7,0.6,1.2,0.3,0.2,0.5
Tim Hardaway\tim-hardaway-jr-1,SO,2011-12,G,Michigan,Big Ten,34,1162,17.2,0.525,0.484,3,12.2,7.5,14.2,0.9,1.1,12.3,26.7,470,105.6,103.9,2.4,1.2,3.5,3.1,0.2,3.3
Khari Harley\khari-harley-1,SO,2015-16,G,Ohio,MAC,20,284,7.4,0.472,0.407,3,8.1,5.7,5.3,1.8,1.4,16.1,14.5,65,93.4,108.7,0,0.2,0.3,-2.4,0.2,-2.2
Alandise Harris\alandise-harris-1,FR,2010-11,F,Houston,CUSA,27,627,15.9,0.529,0.489,10.4,16.4,13.6,8,1,4.3,21.8,25.6,249,95.3,102.4,0.4,0.8,1.2,-2.6,0.2,-2.4
Darnell Harris\darnell-harris-2,SR,2015-16,F,Middle Tennessee,CUSA,35,931,16.1,0.522,0.497,5.7,11.4,8.5,9.3,1.1,2.8,10.7,23.8,386,107.2,102.4,1.6,1.3,2.9,0.9,0.2,1.1
Marvelle Harris\marvelle-harris-2,JR,2014-15,G,Fresno State,MWC,32,1168,21.3,0.545,0.499,2.4,14.4,8.4,25,3.5,0.8,15,26.6,524,107.2,101,2.5,1.6,4.2,4.4,0.2,4.7
D'Angelo Harrison\dangelo-harrison-1,SR,2014-15,G,St. John's (NY),Big East,33,1150,20.9,0.554,0.492,3.7,13,8.5,11.7,1.9,1.3,9.5,25.8,536,114.2,102.1,3.3,1.5,4.8,5.2,0.2,5.4
Kai Healy\kai-healy-1,SO,2015-16,G,Santa Clara,WCC,31,643,11.1,0.528,0.481,1.6,16.4,9,10.7,1.3,1.5,16.4,17.7,176,98.2,108.7,0.4,0.5,0.9,-1.9,0.2,-1.7
Fred Heldring\fred-heldring-1,JR,2012-13,F,William & Mary,CAA,29,287,5.3,0.391,0.333,5.7,15.5,10.8,10.2,1.1,3.7,30.1,10.4,42,81.6,105.9,-0.1,0.2,0.1,-5.1,0.2,-4.9
Mustapha Heron\mustapha-heron-1,SO,2017-18,G,Auburn,SEC,26,726,19.9,0.561,0.503,5.2,16,10.6,6.6,2.4,0.2,12.7,27.3,373,111.7,100.6,1.7,1.2,2.9,2.5,0.2,2.8
Darryl Hicks\darryl-hicks-1,SO,2015-16,G,Boston College,ACC,24,349,4.7,0.424,0.423,3.3,5.2,4.2,11.3,1.9,0.6,22,16,72,77.1,109.2,-0.4,0.3,-0.1,-4.4,0.2,-4.2
Xavier Hill-Mais\xavier-hill-mais-1,FR,2015-16,F,Oakland,Horizon,32,290,13.4,0.599,0.544,7.2,16.5,12,2.3,1.7,3,17.6,15.5,92,112.5,103.8,0.4,0.4,0.8,-1.9,0.2,-1.7
Demario Hines\demario-hines-1,JR,2011-12,F,IPFW,Summit,29,528,16.5,0.554,0.55,12.1,20,15.8,10.4,1.2,4.3,23.1,23,207,97.4,107.3,0.5,0.4,0.9,-2.7,0.2,-2.4
Dom Hoffman\dom-hoffman-1,SO,2013-14,F,Bucknell,Patriot,30,489,15.7,0.5,0.464,9.9,19,14.6,8.9,0.4,1.6,10.6,21,170,106.6,102.3,0.7,0.7,1.4,-2.1,0.2,-1.9
Andre Hollins\andre-hollins-1,JR,2014-15,G,Minnesota,Big Ten,33,1007,18.4,0.558,0.53,3.1,12.5,7.7,17.1,2,0.7,13,23.6,428,111,102,2.3,1.3,3.6,4.9,0.2,5.2
Jeremy Hollowell\jeremy-hollowell-1,JR,2015-16,F,Georgia State,Sun Belt,30,958,18.7,0.542,0.489,3.9,14.9,9.4,12.5,2,1.8,12,26.5,414,105.9,99.5,1.7,1.6,3.3,1.5,0.2,1.7
Quinton Hooker\quinton-hooker-1,JR,2015-16,G,North Dakota,Big Sky,32,1136,25.8,0.61,0.546,3.7,11.4,7.7,21.1,2.9,0.8,9.9,25.3,622,123.8,98.6,4.3,2,6.3,5.8,0.2,6.1
Peter Hooley\peter-hooley-1,FR,2012-13,G,Albany (NY),AEC,33,858,15.8,0.552,0.482,3,14.9,8.7,26.6,1.9,0.7,22.7,19.8,288,105.1,99,1.4,1.2,2.6,0.8,0.2,1
Mike Horn\mike-horn-1,SR,2012-13,G,Binghamton,AEC,27,492,3.1,0.215,0.193,2.9,8.1,5.3,5.1,2.8,0.2,15.6,6.1,30,59.3,107.8,-0.4,0.3,-0.2,-6.1,0.2,-5.8
Franko House\franko-house-1,SR,2016-17,F,Ball State,MAC,34,891,21.6,0.601,0.559,9.7,17,13.6,18.2,0.9,2.2,16.5,24.8,462,116,103.9,2.6,1.1,3.7,1.8,0.2,2
Juwan Howard\juwan-howard--1,FR,2010-11,F,Western Michigan,MAC,34,782,16.2,0.486,0.441,5.7,13.9,9.8,13.4,1.3,3.1,13.3,23.8,307,103.8,101.1,1.2,1,2.3,-0.1,0.2,0
