Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Moataz Aly\moataz-aly-1,JR,2016-17,C,Cal State Bakersfield,WAC,31,380,14.5,0.588,0.633,10.6,12.7,11.6,4.4,1.4,18.1,27.7,11.3,80,100.9,86.5,0.2,1.1,1.3,-3.4,12,8.6
Jyles Smith\jyles-smith-1,JR,2012-13,F,Savannah State,MEAC,34,691,15.1,0.433,0.406,10.6,22.9,16.4,6.6,3.1,14.7,25.2,12,118,85.5,78.1,-0.1,2.4,2.2,-5.5,12,6.5
Isaiah Wilkins\isaiah-wilkins-1,SR,2017-18,F,Virginia,ACC,26,719,18.9,0.525,0.488,9.6,19.9,14.9,11.6,3,7.4,15.1,13.8,186,114.5,80.7,1.2,2.5,3.7,1.7,12,13.8
Chris Obekpa\chris-obekpa-1,FR,2012-13,C,St. John's (NY),Big East,33,857,16.3,0.445,0.451,9.3,17.7,13.2,7.6,2.1,15.8,23.4,11.1,159,90,91.7,0.1,1.8,1.9,-2.4,11.9,9.5
Anas Mahmoud\anas-mahmoud-1,JR,2016-17,F,Louisville,ACC,31,580,20.8,0.6,0.623,9,14.6,11.8,8,2.7,12.6,19.3,15.4,177,111.7,89.6,0.9,1.5,2.4,2.3,11.7,14
Nerlens Noel\nerlens-noel-1,FR,2012-13,F,Kentucky,SEC,24,765,27.3,0.583,0.59,10.4,23.9,17.4,9.5,3.9,13.2,17.3,17.4,257,112.9,82.3,1.6,2.3,3.9,2.9,11.7,14.6
Chris Obekpa\chris-obekpa-1,SO,2013-14,C,St. John's (NY),Big East,32,642,16.9,0.541,0.563,10.2,16.5,13.4,7.2,1.3,15.7,23,11.7,144,103.2,93.9,0.4,1.5,1.9,-1,11.2,10.2
Jaren Jackson Jr.\jaren-jacksonjr-1,FR,2017-18,F,Michigan State,Big Ten,29,643,28.1,0.671,0.624,8.5,19.7,14.9,10.1,1.7,14.6,18.1,23.6,303,122.6,84.5,2.1,2,4.1,5.7,11.1,16.8
Justin Jackson\justin-jackson-3,SR,2013-14,F,Cincinnati,AAC,34,944,25.8,0.524,0.532,13.6,17.4,15.5,14.8,3.7,12,15.7,23.5,382,107.1,84.6,1.6,3,4.6,1.9,11.1,12.9
Sagaba Konate\sagaba-konate-1,FR,2016-17,F,West Virginia,Big 12,37,403,20.4,0.581,0.564,11.7,17.9,14.6,4.5,1.9,16,20.1,19,145,106.4,86.8,0.6,1.2,1.7,-0.5,11.1,10.6
Jeff Withey\jeff-withey-1,JR,2011-12,C,Kansas,Big 12,39,968,25.2,0.614,0.536,10.2,19.9,15.2,5.6,1.5,15.3,14.9,17.6,346,122.4,86,2.7,2.6,5.4,2.7,11.1,13.8
Gorgui Dieng\gorgui-dieng-1,JR,2012-13,C,Louisville,Big East,33,1026,23.8,0.562,0.534,12.9,23.6,18.1,12.3,2.6,9.4,17,17,352,115.9,81.9,2.5,3.2,5.6,4,11,15
Willie Cauley-Stein\willie-cauley-stein-1,SO,2013-14,F,Kentucky,SEC,37,880,23.6,0.58,0.596,12.6,16.3,14.5,5.7,3,12.3,12.5,14.1,260,122.8,91.5,1.9,2.2,4.1,4.1,10.8,14.9
Anthony Davis\anthony-davis-5,FR,2011-12,F,Kentucky,SEC,40,1281,35.1,0.654,0.628,11.6,25.6,19,7.5,2.5,13.7,8.6,18.8,550,139,80.7,5.9,4.1,9.9,7.8,10.8,18.7
Karl-Anthony Towns\karl-anthony-towns-1,FR,2014-15,F,Kentucky,SEC,39,822,31.4,0.627,0.57,14.2,22.3,18.5,11.6,1.4,11.5,14.2,23.7,391,126.8,78.1,3.5,2.9,6.4,6.5,10.8,17.3
Matt Haarms\matt-haarms-1,FR,2017-18,F,Purdue,Big Ten,29,493,19.2,0.609,0.613,6.8,14.7,11.1,6,1.2,14.4,15,15.4,146,115.4,89,0.8,1.3,2.2,0.9,10.7,11.7
Anas Mahmoud\anas-mahmoud-1,SO,2015-16,F,Louisville,ACC,22,288,15.7,0.457,0.468,10,15.9,12.9,7,2.3,11.9,18,16.4,78,95.9,87.4,0.1,0.8,0.9,-1.5,10.7,9.2
Vashil Fernandez\vashil-fernandez-1,SR,2015-16,C,Valparaiso,Horizon,36,903,17.2,0.512,0.509,12.3,18.9,15.7,3.4,1,14.2,18.5,13.3,224,104.5,85.2,0.8,2.7,3.5,-3.1,10.6,7.5
Prince Ibeh\prince-ibeh-1,JR,2014-15,C,Texas,Big 12,34,359,14.7,0.545,0.592,7.9,18.3,13.5,3.4,1.9,13.6,25.5,12.7,68,92.3,86.1,0.1,1,1.1,-1.8,10.6,8.8
Skylar Spencer\skylar-spencer-1,JR,2014-15,F,San Diego State,MWC,36,841,16.5,0.525,0.532,9.9,16.5,13.1,2.7,1.5,12.4,16.5,9.9,147,108.7,84.5,0.8,2.5,3.3,-1.5,10.5,9
Justin Hollins\justin-hollins-1,JR,2015-16,F,Cal State Bakersfield,WAC,32,383,11.2,0.505,0.523,7,17.1,12.1,1.3,1.1,18,31,10,56,81.9,87.1,-0.2,1.1,0.9,-6.7,10.4,3.7
Anfernee McLemore\anfernee-mclemore-1,SO,2017-18,F,Auburn,SEC,27,525,23.9,0.621,0.597,10.3,19.4,14.9,4.8,2.1,15.7,12.9,16.5,194,125.3,92.2,1.3,1.3,2.6,3.3,10.4,13.7
Gorgui Dieng\gorgui-dieng-1,SO,2011-12,C,Louisville,Big East,40,1312,19.9,0.556,0.527,11.7,19.7,15.7,6.6,2.1,10.4,19.6,15.5,375,106.9,85.8,1.8,3.6,5.4,0.8,10.3,11.1
Joel Embiid\joel-embiid-1,FR,2013-14,C,Kansas,Big 12,28,647,28.2,0.655,0.629,12.7,27.3,20.5,11.5,2.3,11.7,21.6,23.4,307,116.6,90.9,1.8,1.7,3.4,4.7,10.2,14.9
Chinanu Onuaku\chinanu-onuaku-1,SO,2015-16,F,Louisville,ACC,31,762,26.4,0.62,0.62,13.7,25.8,19.8,12.9,1.9,9.6,20.8,20.5,314,114.7,84.9,1.8,2.3,4.2,3.6,10.2,13.9
Donta Hall\donta-hall-1,FR,2015-16,F,Alabama,SEC,33,421,20.3,0.568,0.607,12.6,24.4,18.7,3.6,2.2,14.1,16.3,12.2,104,114.1,89.9,0.6,1.1,1.7,-1.4,10.1,8.7
Kingsley Okoroh\kingsley-okorah-1,JR,2016-17,C,University of California,Pac-12,34,722,16.2,0.514,0.504,11.5,18.2,14.9,8.7,1,11.1,21.5,13.9,181,101.8,89.9,0.5,1.9,2.4,-1.3,10.1,8.8
Willie Cauley-Stein\willie-cauley-stein-1,JR,2014-15,F,Kentucky,SEC,39,1012,23.8,0.588,0.572,11.1,17.3,14.5,7.4,2.9,7.1,13.9,17.8,344,119.8,80,2.6,3.4,6,4.7,10,14.7
Gorgui Dieng\gorgui-dieng-1,FR,2010-11,C,Louisville,Big East,29,451,24.2,0.609,0.618,13.4,18.3,15.9,8.2,1.7,13.7,16.7,17.9,160,116.3,89.1,1.1,1.1,2.2,1.7,10,11.7
Reggie Lynch\reggie-lynch-1,JR,2016-17,C,Minnesota,Big Ten,33,763,21.1,0.567,0.543,9.9,17.4,13.8,4,1.1,14.5,16.7,19,267,106.7,90.7,1,1.9,3,-1,10,9
David Foster\david-foster-1,JR,2010-11,C,Utah,MWC,31,627,13.8,0.487,0.488,8.4,19.6,14.2,4.5,0.8,14.9,28.3,10.3,106,88.7,95.5,0,1.2,1.1,-3.4,9.9,6.5
Michale Kyser\michale-kyser-1,SO,2012-13,F,Louisiana Tech,WAC,34,657,20.3,0.505,0.479,12.9,17.6,15,5.5,1.9,13.9,13.8,14.2,188,110.5,86.5,1,1.7,2.8,-1.8,9.9,8.1
Jeff Withey\jeff-withey-1,SR,2012-13,C,Kansas,Big 12,37,1144,27.2,0.621,0.583,8.8,22.3,16.1,6.2,1.4,13.7,15.1,21.5,467,117.8,84.2,3.4,3.2,6.6,2.7,9.9,12.6
Kenny Wooten\kenny-wooten-1,FR,2017-18,F,Oregon,Pac-12,27,530,22.5,0.684,0.691,7.6,19.5,13.7,2.1,1.9,16.3,14.8,14.6,159,123.9,92.9,1.1,1.2,2.4,-0.2,9.9,9.7
Paschal Chukwu\paschal-chukwu-1,JR,2017-18,C,Syracuse,ACC,27,731,18.3,0.63,0.628,12.8,14.9,13.9,2.5,1.6,13.4,20.2,10.6,164,120,94.3,1.1,1.6,2.8,0.6,9.8,10.4
Reggie Lynch\reggie-lynch-1,SR,2017-18,C,Minnesota,Big Ten,16,422,27.3,0.622,0.584,12.3,19.6,15.9,9.4,1.5,15.7,15.1,17.4,167,123.3,96.5,1.1,0.8,2,2.4,9.8,12.2
Ike Obiagu\ike-obiagu-1,FR,2017-18,C,Florida State,ACC,26,271,14.2,0.483,0.532,11.1,14.7,12.9,0.6,1.2,17.5,22.2,14.2,65,90.4,94.3,0,0.6,0.6,-3.6,9.8,6.2
Isaiah Wilkins\isaiah-wilkins-1,JR,2016-17,F,Virginia,ACC,33,874,20.5,0.592,0.568,11.7,17.4,14.6,8.4,2.5,6.8,15.2,14.8,247,120.2,88.4,1.9,2.4,4.3,3.5,9.8,13.3
Sagaba Konate\sagaba-konate-1,SO,2017-18,F,West Virginia,Big 12,26,654,23.7,0.56,0.517,10,25.1,17.1,4.8,1,15.5,11.4,19.4,256,117.8,90.2,1.5,1.7,3.2,0.2,9.7,9.9
DaShonte Riley\dashonte-riley-1,SR,2013-14,C,Eastern Michigan,MAC,37,950,13,0.519,0.492,9,16.4,12.8,5.4,1.8,12.4,28.7,11.5,179,92.2,90.1,0,2.5,2.5,-4.5,9.7,5.2
Isaiah Wilkins\isaiah-wilkins-1,FR,2014-15,F,Virginia,ACC,28,264,12.9,0.432,0.417,9.4,22.5,16.3,8.1,1.3,8.7,22,15,54,89.8,82.4,0,0.8,0.8,-2.3,9.7,7.4
Amida Brimah\amida-brimah-1,FR,2013-14,C,Connecticut,AAC,40,649,17.1,0.632,0.64,10.3,11.1,10.8,3.4,0.4,15.1,17.8,12.9,167,119,95.9,1.1,1.4,2.5,0.4,9.6,10
Anas Mahmoud\anas-mahmoud-1,SR,2017-18,F,Louisville,ACC,27,678,20.4,0.561,0.572,9,14.6,12,8.1,2.1,12,17,16.8,219,108,93.5,0.9,1.6,2.5,0.7,9.6,10.3
Skylar Spencer\skylar-spencer-1,SO,2013-14,F,San Diego State,MWC,36,860,16,0.556,0.566,8.6,12.1,10.3,1.8,1.8,11.5,15.9,11,176,111.4,87.2,0.9,2.5,3.4,-0.8,9.6,8.8
Mohamed Bamba\mohamed-bamba-1,FR,2017-18,F,Texas,Big 12,26,815,28.2,0.591,0.565,12.4,28.4,20.4,3.4,1.5,13.7,12.8,21.6,344,117.3,87.2,2.1,2.3,4.4,2.1,9.5,11.6
Mamadi Diakite\mamadi-diakite-1,FR,2016-17,F,Virginia,ACC,32,449,16.7,0.562,0.56,8.2,15.2,11.8,2.7,1.2,12,10.8,15.6,115,112.9,88.9,0.7,1.2,1.9,0.3,9.5,9.8
Justin Jackson\justin-jackson-3,JR,2012-13,F,Cincinnati,Big East,30,564,14,0.441,0.423,9.5,22.9,15.7,15.8,3.2,7.8,29.3,16.5,138,84.2,83.5,-0.2,1.6,1.4,-2.5,9.5,7
Jordan Bell\jordan-bell-1,FR,2014-15,F,Oregon,Pac-12,35,831,19.2,0.594,0.597,9.6,19.3,14.7,9.8,2,11.5,19.8,11.5,205,116,95.8,1.3,1.6,2.9,1.6,9.3,11
Ethan Happ\ethan-happ-1,SO,2016-17,F,Wisconsin,Big Ten,37,1033,31.5,0.576,0.586,13.3,25.2,19.1,23.3,4,4.7,15.2,26.6,534,116.5,86.5,3.4,3,6.4,6.5,9.3,15.8
Bernard James\bernard-james--1,JR,2010-11,F,Florida State,ACC,34,719,25.6,0.627,0.657,11.8,18.4,15.3,2.5,2.3,13.5,17.6,19.3,263,112.2,84,1.5,2.1,3.6,0.9,9.3,10.3
Robert Williams\robert-williams-3,SO,2017-18,F,Texas A&M,SEC,22,578,26.3,0.627,0.644,11.1,26.9,19.4,11.3,1.8,9.5,17.3,19.6,229,114.7,89,1.2,1.6,2.8,2.9,9.3,12.2
John Henson\john-henson-1,SO,2010-11,F,North Carolina,ACC,37,989,23.6,0.502,0.501,12.7,25.3,19.2,5.8,1.2,11.6,15,23.6,417,100.9,86.2,1.3,2.7,4,0.1,9.2,9.3
James Banks\james-banks-2,FR,2016-17,C,Texas,Big 12,32,397,7.9,0.448,0.423,6.7,16.4,11.6,3.2,1.2,10.3,32.1,11.2,61,75.8,97.7,-0.3,0.7,0.4,-5.1,9.1,4
Khem Birch\khem-birch-1,SO,2012-13,F,Nevada-Las Vegas,MWC,26,568,22.1,0.591,0.563,12,18,15,5.3,1.8,12.1,16.4,16.4,183,114.4,87.4,1.2,1.4,2.6,0.7,9.1,9.8
Jabari Edwards\jabari-edwards-1,JR,2010-11,F,George Washington,A-10,16,250,16,0.526,0.586,10.6,14.1,12.3,2.4,0.5,17.9,9.7,8.5,43,117,97.3,0.3,0.4,0.7,-2.4,9.1,6.7
Daniel Ochefu\daniel-ochefu-1,SR,2015-16,F,Villanova,Big East,37,865,27.2,0.642,0.627,11.3,25.8,19.1,14.6,2,7.5,14.7,20.6,379,125.2,87.2,2.9,2.5,5.4,4.7,9.1,13.8
Jordan Bell\jordan-bell-1,JR,2016-17,F,Oregon,Pac-12,39,1124,26.3,0.658,0.641,12.3,22.3,17.6,11.4,2.5,8.4,18.8,18,446,123.7,89,3.2,3,6.2,4.6,9,13.6
Daniel Ochefu\daniel-ochefu-1,SO,2013-14,F,Villanova,Big East,34,737,16.5,0.591,0.594,10.4,21.8,16.3,12.1,1.9,7.7,27.9,15.6,218,103.6,91.5,0.7,1.9,2.5,-0.3,9,8.7
Steven Adams\steven-adams-1,FR,2012-13,C,Pittsburgh,Big East,32,749,23.2,0.555,0.571,15.3,21,18,5.4,1.9,11.2,14.4,17.7,228,112.9,87.6,1.6,1.9,3.5,3,8.8,11.9
Kyle Alexander\kyle-alexander-1,JR,2017-18,F,Tennessee,SEC,26,529,22.6,0.73,0.73,13.9,18.3,16.1,4,1.8,10.3,16.6,12,152,136.1,94.2,1.4,1.2,2.6,3.9,8.8,12.8
Rhamel Brown\rhamel-brown-1,SR,2013-14,F,Manhattan,MAAC,33,788,23.8,0.549,0.552,12.8,14.5,13.7,6.2,1.6,15.7,13.5,21.5,325,110.8,93.4,1.5,1.8,3.3,-0.4,8.8,8.4
Gary Clark\gary-clark-2,SR,2017-18,F,Cincinnati,AAC,27,756,29.2,0.594,0.547,12.8,21.9,17.5,14.4,3.1,5.4,7.9,20.6,347,134.3,79.4,3.1,2.7,5.8,6.7,8.8,15.5
Ben Lammers\ben-lammers-1,JR,2016-17,C,Georgia Tech,ACC,37,1309,23.9,0.551,0.517,9.9,18.7,14.5,13.3,1.9,10.1,11.8,21,521,112,91.9,2.7,3.1,5.8,1.7,8.8,10.5
Daouda Ndiaye\daouda-ndiaye-1,SO,2016-17,C,Illinois State,MVC,26,394,11.8,0.475,0.429,9.5,18.8,14.3,1.3,0.8,13,25.2,9,59,94.3,89.7,0.1,1,1.1,-4.8,8.8,4.1
Elijah Thomas\elijah-thomas-1,JR,2017-18,F,Clemson,ACC,26,624,22.9,0.568,0.551,11.4,26.2,19.2,9.2,1.6,10.9,19.7,24.4,269,103.8,88.1,0.9,1.7,2.6,-1.1,8.8,7.7
Khadeem Lattin\khadeem-lattin-1,SO,2015-16,F,Oklahoma,Big 12,37,815,17.7,0.559,0.557,10.7,15.1,13,4.9,2.2,9.5,14,12.9,224,116.7,94.9,1.3,1.7,3,1.5,8.7,10.2
William Mosley\william-mosley-1,JR,2010-11,C,Northwestern State,Southland,32,902,23,0.56,0.634,13.2,20,16.6,8.2,2.2,17.6,18.1,13.9,274,109.6,94.6,1.3,1.8,3.1,-0.6,8.7,8.1
Bertrand Nkali\bertrand-nkali-1,SR,2016-17,F,Houston,AAC,31,353,12,0.531,0.467,11.2,10.7,11,1.4,0.9,13.1,19.1,7.7,60,117.7,97,0.4,0.7,1.1,-0.8,8.7,7.9
Chris Obekpa\chris-obekpa-1,JR,2014-15,C,St. John's (NY),Big East,30,819,16.6,0.479,0.462,9.8,17.4,13.8,3.6,2.2,12.2,15.8,13.6,196,100.8,94.2,0.6,1.7,2.3,-1.5,8.7,7.2
Chinanu Onuaku\chinanu-onuaku-1,FR,2014-15,F,Louisville,ACC,35,623,14.4,0.596,0.616,12.3,16.3,14.3,5.7,2.5,7.3,33.5,10.8,126,98.7,87.4,0.3,1.7,2,-0.2,8.7,8.5
Horace Spencer\horace-spencer-1,JR,2017-18,F,Auburn,SEC,27,449,16.9,0.59,0.545,9.1,21.9,15.6,5.6,3.8,7.6,22.3,13,124,110.9,91.1,0.6,1.1,1.7,0.8,8.7,9.5
Jamari Traylor\jamari-traylor-1,SR,2015-16,F,Kansas,Big 12,37,503,12.7,0.568,0.532,9.9,16.8,13.6,6,2.6,6.9,29.9,13.6,126,98.3,91.4,0.2,1.2,1.5,0.3,8.7,9.1
Luke Kornet\luke-kornet-1,JR,2015-16,C,Vanderbilt,SEC,28,767,19.1,0.499,0.463,7.5,19.7,14.1,10.1,1.1,10.3,11,18.6,260,107.1,91.2,1.1,1.9,2.9,1.6,8.6,10.3
Cameron Ridley\cameron-ridley-1,JR,2015-16,C,Texas,Big 12,13,293,28.7,0.587,0.629,16.9,26.2,21.5,5.1,1.2,13.6,18.6,26.5,138,106,92.3,0.5,0.7,1.2,1.1,8.6,9.7
Maurice Sutton\maurice-sutton-1,SR,2012-13,F,Villanova,Big East,31,294,19.5,0.543,0.5,10.5,25.3,17.7,9.8,2.2,11.5,22.8,20.5,100,98.2,88.1,0.3,0.7,1,-1.7,8.6,6.9
Joniah White\joniah-white-1,SO,2016-17,C,Louisiana Tech,CUSA,33,568,19.7,0.57,0.588,12.4,17.9,15.2,7.6,1.6,12.9,16.7,12,157,118.6,88.4,1,1.5,2.5,-0.5,8.6,8.1
Amida Brimah\amida-brimah-1,JR,2015-16,C,Connecticut,AAC,25,526,21.9,0.691,0.663,10.8,14.1,12.6,0.7,0.8,14.3,14.6,13.8,154,129.6,91.9,1.3,1.3,2.6,1.3,8.5,9.9
Kevarrius Hayes\kevarrius-hayes-1,JR,2017-18,F,Florida,SEC,26,624,16.5,0.561,0.567,10.9,13.4,12.1,3.4,2.5,9.3,19.9,12.1,155,110.5,97.4,0.7,1.2,1.9,0.7,8.5,9.3
Kevarrius Hayes\kevarrius-hayes-1,SO,2016-17,F,Florida,SEC,36,659,21.8,0.634,0.606,11.8,15.4,13.6,2,2.1,9.2,13.7,15.2,226,126.2,90.8,1.7,1.6,3.3,3.2,8.5,11.7
Mikael Hopkins\mikael-hopkins-1,SR,2014-15,F,Georgetown,Big East,33,733,15.5,0.5,0.438,12.8,18.6,15.8,10.9,2.8,8.6,27.2,16.7,208,96.4,94.3,0.4,1.5,1.9,-0.2,8.5,8.2
Michale Kyser\michale-kyser-1,JR,2013-14,F,Louisiana Tech,CUSA,36,839,20.3,0.563,0.571,10.6,19.7,15.1,2.9,1.2,12.7,9.3,13.9,253,120.5,87.6,1.6,2.4,4,-0.9,8.5,7.6
Mason Plumlee\mason-plumlee-1,SO,2010-11,F,Duke,ACC,37,960,18.9,0.566,0.589,11.8,23.4,17.9,10.1,2.1,5.7,23.8,15.6,301,106.2,86.1,1.3,2.7,4,2,8.5,10.5
Aaron Rountree\aaron-roundtree-1,FR,2012-13,F,Wake Forest,ACC,30,326,16,0.562,0.556,4.3,16.9,10.3,11.5,4.4,8.7,22.7,11.7,70,102.5,93.5,0.3,0.6,0.9,0,8.5,8.5
Skylar Spencer\skylar-spencer-1,SR,2015-16,F,San Diego State,MWC,38,919,15.1,0.572,0.594,11.7,14,12.9,4.2,1.1,8.7,14.8,8.3,174,122.8,91.1,1.3,2.3,3.5,0.4,8.5,8.9
Jordan Bell\jordan-bell-1,SO,2015-16,F,Oregon,Pac-12,31,636,20,0.572,0.576,8.6,20.7,14.8,11.1,3.1,8.6,21.4,18.1,215,104.8,91.9,0.8,1.5,2.3,1,8.4,9.4
Dewayne Dedmon\dewayne-dedmon-1,JR,2012-13,F,Southern California,Pac-12,31,691,20.1,0.524,0.5,11.7,26.6,18.9,5.8,2.9,10,19.8,18.5,213,98.2,89.8,0.6,1.6,2.2,-0.2,8.4,8.2
Carson Desrosiers\carson-desrosiers-1,JR,2013-14,F,Providence,Big East,34,676,15.1,0.501,0.456,8.3,20.6,14.4,5.7,1.4,12.2,16.8,11.5,137,106.2,97.5,0.5,1.3,1.8,-1.7,8.4,6.6
Jordan Henriguez-Roberts\jordan-henriguez-roberts-1,JR,2011-12,F,Kansas State,Big 12,32,653,21.4,0.554,0.544,13.1,21.8,17.2,7.2,0.6,13.1,18.8,20.5,236,105.7,91,1.1,1.5,2.5,0.4,8.4,8.8
BeeJay Anya\beejay-anya-1,SO,2014-15,F,North Carolina State,ACC,36,698,16.5,0.605,0.61,9.3,15.2,12.3,2.2,0.4,13.4,23,13,164,106.6,97.3,0.8,1.2,2,0,8.3,8.3
Darrius Garrett\darrius-garrett-1,JR,2010-11,C,Richmond,A-10,37,472,17.1,0.436,0.393,13.9,23.7,19,4.4,0.7,12.9,13.6,11.2,102,108.9,88.9,0.6,1.2,1.7,-2,8.3,6.2
Prince Ibeh\prince-ibeh-1,SO,2013-14,C,Texas,Big 12,35,477,15.3,0.515,0.505,11.5,15.2,13.3,1.9,1.3,13.8,17.3,14.4,126,104,97.5,0.4,0.9,1.3,-1.3,8.3,7
Moses Kingsley\moses-kingsley-1,FR,2013-14,C,Arkansas,SEC,32,367,22.7,0.577,0.537,11.5,18.3,14.9,3.4,2.1,13.4,11.2,16.2,130,121.5,91.7,0.8,0.9,1.7,0.2,8.3,8.5
Mangok Mathiang\mangok-mathiang-1,FR,2013-14,F,Louisville,AAC,37,545,17.3,0.559,0.528,13.6,13.1,13.4,4.4,1.4,10,16.8,12.7,155,119.2,89.3,1,1.5,2.5,1.1,8.3,9.4
Fab Melo\fab-melo-1,SO,2011-12,C,Syracuse,Big East,30,763,20.7,0.581,0.566,12.3,14.6,13.5,5,1.2,13,17.6,16.5,237,112.9,94.2,1.5,1.5,3,2.1,8.3,10.5
Daniel Ochefu\daniel-ochefu-1,JR,2014-15,F,Villanova,Big East,36,864,26.6,0.66,0.644,14,28.1,21.3,13.2,2.2,6.3,20.8,19.6,348,121.7,85.8,2.7,2.5,5.2,4.3,8.3,12.6
Kingsley Okoroh\kingsley-okorah-1,SO,2015-16,C,University of California,Pac-12,31,335,8.4,0.56,0.606,5.6,13.6,9.8,3,0.7,9.3,31.6,9,49,88.8,95.5,0,0.7,0.6,-2.6,8.3,5.7
Ehimen Orukpe\ehimen-orukpe-1,SR,2012-13,C,Wichita State,MVC,36,545,11.4,0.457,0.47,12.1,23.9,17.7,2.7,1.2,11.6,30.7,14.1,108,81,90.6,-0.3,1.2,0.9,-4.3,8.3,4
DaShonte Riley\dashonte-riley-1,JR,2012-13,C,Eastern Michigan,MAC,34,796,15.8,0.494,0.491,10.9,22.3,16.3,7.1,2.8,11.8,26.3,12.9,152,91,89.8,0.1,1.8,2,-3.8,8.3,4.5
Robert Upshaw\robert-upshaw-1,SO,2014-15,C,Washington,Pac-12,19,474,29.4,0.564,0.593,12,24.9,18.7,4.4,0.9,17.4,11.5,22.9,190,110.6,91.4,1,1.1,2.1,-0.3,8.3,8
Khem Birch\khem-birch-1,JR,2013-14,F,Nevada-Las Vegas,MWC,33,1037,26.3,0.569,0.51,13.9,20.3,17.2,7.6,1.2,10.9,11.6,18.5,404,123,91.3,2.9,2.6,5.5,2.3,8.2,10.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced
Player,Class,Season,Pos,School,Conf,G,MP,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
Kenny Goins\kenny-goins-1,JR,2017-18,F,Michigan State,Big Ten,25,369,13.3,0.484,0.48,7.9,15.8,12.5,13.4,1.6,5.8,18,9,76,116.8,92.2,0.4,0.9,1.3,2.4,8.2,10.6
Philip Jurick\philip-jurick-1,JR,2011-12,C,Oklahoma State,Big 12,27,445,12.8,0.579,0.655,11.1,24.8,18,8.7,0.8,10.9,38.7,7.5,71,102,96.5,0.3,0.8,1,-1.4,8.2,6.8
Jito Kok\jito-kok-1,JR,2014-15,F,San Diego,WCC,30,696,12.1,0.472,0.426,5.6,12.8,9.1,3.3,1.1,11.9,18.5,15.6,151,89.9,96.6,0,1.3,1.3,-4.6,8.2,3.5
Cheikh Mbodji\cheikh-mbodji-1,SR,2012-13,C,Cincinnati,Big East,34,715,16.3,0.523,0.465,10.7,15.6,13,2.3,0.5,13.4,15,13.7,175,109.9,90.3,1,1.6,2.6,-1.5,8.2,6.8
Chris McCullough\chris-mccullough-1,FR,2014-15,F,Syracuse,ACC,16,450,18.9,0.508,0.482,9,18.5,13.8,8.2,3.6,8.5,19.3,20.7,146,95.7,88.6,0.3,1.2,1.4,-1.4,8.2,6.8
D.J. Stephens\dj-stephens-1,SR,2012-13,F,Memphis,CUSA,36,851,24.8,0.672,0.668,10.2,23.1,16.6,5.2,2.2,11.4,10.6,13,252,134.9,87.3,2.5,2.2,4.6,3.3,8.2,11.5
Rhamel Brown\rhamel-brown-1,JR,2012-13,F,Manhattan,MAAC,32,849,25.3,0.523,0.549,15.5,20.4,17.8,7.9,2.5,14,15.7,26.8,343,99.2,88.5,1.2,2,3.2,-0.9,8.1,7.2
Reginald Buckner\reginald-buckner-1,SR,2012-13,F,Mississippi,SEC,36,1024,21.9,0.581,0.587,11.3,18.8,14.8,5.2,2.2,10.3,14.9,16,350,116.6,91.1,2.4,2.2,4.6,2.3,8.1,10.4
Aaron Jones\aaron-jones-1,SO,2012-13,F,Mississippi,SEC,20,338,17.4,0.56,0.565,11.1,16,13.4,5.6,1.8,10.2,14,10.1,80,121.1,93.2,0.6,0.7,1.3,1.4,8.1,9.5
Khadeem Lattin\khadeem-lattin-1,JR,2016-17,F,Oklahoma,Big 12,31,738,20.9,0.566,0.516,10.9,17.8,14.3,3.6,2.7,9.8,16.1,17.9,263,111.2,96.2,1.3,1.5,2.7,1.3,8.1,9.4
Mitch Lightfoot\mitch-lightfoot-1,SO,2017-18,F,Kansas,Big 12,27,389,15.2,0.585,0.554,11.6,11.7,11.6,3.2,1.3,11.5,21.1,13.3,106,111,98.7,0.5,0.7,1.2,0.7,8.1,8.8
Reggie Lynch\reggie-lynch-1,FR,2013-14,C,Illinois State,MVC,34,690,21.1,0.582,0.582,10.2,16.4,13.3,2.9,1.7,16.3,18.7,22.3,261,102.8,94.2,0.8,1.6,2.3,-3,8.1,5
Mangok Mathiang\mangok-mathiang-1,SO,2014-15,F,Louisville,ACC,34,635,12.6,0.416,0.388,13.9,13.9,13.9,4.5,1.8,7.9,19.7,10.6,123,98.6,90,0.3,1.6,1.9,-1,8.1,7.1
Jontay Porter\jontay-porter-1,FR,2017-18,F,Missouri,SEC,27,638,19.9,0.543,0.492,7.5,23.4,16.2,17,2,8.5,19.3,22.3,252,106.5,91.2,1,1.6,2.6,1.9,8.1,10
